,date,city_st,size,size_str,urls,collection
531,2020-06-02,"Lansing and East Lansing, MI",100.0,about 100 protesters,"['https://www.lansingstatejournal.com/story/news/local/2020/05/31/more-than-1-000-protest-against-police-brutality-lansings-capitol/5299814002/', 'https://www.lansingstatejournal.com/story/news/local/2020/05/31/lansing-curfew-protests-george-floyd/5303981002/', 'https://statenews.com/article/2020/06/east-lansing-were-next-protest-founded-to-be-proactive', 'https://statenews.com/article/2020/02/protesters-gather-outside-elpd-following-alleged-incident-of-excessive-force', 'https://eastlansinginfo.news/protestors-call-for-action-from-east-lansing-city-leaders/', 'https://www.lansingstatejournal.com/story/news/local/2020/06/06/protesters-march-andy-schors-house-demand-resignation/3168760001/']",Wikipedia
532,2020-06-04,"Lincoln Park and Allen Park, MI",,about 600 protesters,"['https://www.thenewsherald.com/news/hundreds-of-protesters-bring-their-message-downriver-demand-justice/article_b1625d02-a6cc-11ea-bc67-b34eb4f35915.html', 'https://www.fox2detroit.com/news/hundreds-attend-protest-against-police-brutality-marching-from-lincoln-park-to-allen-park']",Wikipedia
533,2020-05-31,"Mount Pleasant, MI",200.0,about 200 people,"['https://www.wnem.com/news/mt-pleasant-protesters-laid-down-on-street-chanting-i-can-t-breathe/article_701cdfa4-a40e-11ea-a510-eb98acde56e7.html', 'https://www.9and10news.com/2020/06/01/peaceful-protest-takes-place-in-mt-pleasant/']",Wikipedia
534,2020-06-09,"Pittsfield Township, MI",200.0,hundreds,['https://www.mlive.com/news/ann-arbor/2020/06/police-kneel-with-protesters-in-pittsfield-township-protest-against-police-brutality.html'],Wikipedia
535,2020-05-31,"Saginaw, MI",,,"['https://www.mlive.com/news/saginaw-bay-city/2020/06/saginaw-group-spending-72-hours-outside-police-department-to-protest-george-floyd-death-in-minnesota.html', 'https://www.mlive.com/news/saginaw-bay-city/2020/06/enough-is-enough-hundreds-march-in-saginaw-to-demand-justice-for-george-floyd.html']",Wikipedia
536,2020-06-06,"Sterling Heights, MI",,"an estimated 5000-10000, four, five, three",['https://www.detroitnews.com/story/news/local/macomb-county/2020/06/06/macomb-county-march-against-police-brutality/3160446001/'],Wikipedia
537,2020-06-06,"Traverse City, MI",200.0,hundreds,"['https://upnorthlive.com/news/local/community-and-law-enforcement-take-center-stage-at-traverse-city-protest', 'https://www.9and10news.com/2020/06/06/black-lives-matter-demonstration-rallies-t-c-community/']",Wikipedia
538,2020-06-01,"Troy, MI",200.0,hundreds,"['https://www.freep.com/story/news/local/michigan/oakland/2020/06/01/troy-rallies-somerset-brutality-racial-injustice/5313607002/', 'https://www.fox2detroit.com/news/1500-strong-demonstrate-in-troy-protest-against-police-brutality-and-racism']",Wikipedia
539,2020-06-02,"Warren, MI",120.0,more than 100 protesters,['https://www.detroitnews.com/story/news/local/macomb-county/2020/06/02/protesters-warren-against-police-brutality/3130383001/'],Wikipedia
540,2020-05-28,"Ypsilanti, MI",100.0,about 100 protesters,"['https://web.archive.org/web/20200603155948/https://www.mlive.com/news/ann-arbor/2020/05/outraged-residents-block-streets-in-protest-over-washtenaw-deputy-accused-of-punching-black-woman.html', 'https://www.mlive.com/news/ann-arbor/2020/05/day-of-rest-postpones-police-brutality-protest-in-ypsilanti-township-to-monday.html', 'https://www.mlive.com/news/ann-arbor/2020/06/thousands-march-in-support-of-black-lives-matter-in-downtown-ypsilanti.html']",Wikipedia
541,2020-06-03,"Houghton, MI",200.0,hundreds,['https://www.uppermichiganssource.com/content/news/Protesters-march-in-Houghton-over-police-brutality-and-death-of-George-Floyd-571000471.html'],Wikipedia
542,2020-05-29,"Marquette, MI",,,"['https://www.uppermichiganssource.com/content/news/Group-gathers-in-Marquette-to-protest-the-death-of-George-Floyd--570882431.html', 'https://www.uppermichiganssource.com/content/news/George-Floyd-protest-escalates-in-Marquette-570899401.html', 'https://www.uppermichiganssource.com/content/news/Protesters-march-through-Downtown-Marquette-tensions-high-570911551.html', 'https://www.uppermichiganssource.com/content/news/Peaceful-protests-continue-in-downtown-Marquette-for-third-day-570940981.html']",Wikipedia
543,2020-06-01,"Sault Ste. Marie, MI",200.0,about 200 people,"['https://www.9and10news.com/2020/06/01/sault-ste-marie-protesters-show-support-for-national-movement/', 'https://www.msn.com/en-us/news/us/grand-rapids-police-investigating-video-of-man-appearing-to-get-shot-in-the-face-with-tear-gas/ar-BB14VANt?li=BBnbcA1', 'https://www.trtworld.com/americas/these-are-the-weapons-us-police-are-using-against-protesters-36883', 'https://www.hotnewhiphop.com/michigan-police-pepper-spray-and-shoot-tear-gas-canister-directly-in-face-of-protestor-video-news.111652.html', 'https://www.msn.com/en-us/news/us/grand-rapids-police-investigating-video-of-man-appearing-to-get-shot-in-the-face-with-tear-gas/ar-BB14VANt?li=BBnbcA1', 'https://www.mlive.com/news/grand-rapids/2020/06/grand-rapids-leaders-shoot-down-extending-curfew.html', 'https://www.clickondetroit.com/news/local/2020/05/30/1-killed-multiple-arrests-made-during-protests-in-downtown-detroit/', 'https://web.archive.org/web/20200603025850/https://www.woodtv.com/news/grand-rapids/shattered-glass-and-flames-demonstration-devolves-into-riot-in-downtown-grand-rapids/', 'https://www.woodtv.com/news/grand-rapids/overnight-curfew-in-grand-rapids-will-not-be-extended/', 'https://web.archive.org/web/20200603161959/https://www.newsweek.com/kpop-spamming-fancams-grand-rapids-police-department-protest-evidence-1508043', 'https://www.detroitnews.com/story/news/local/detroit-city/2020/06/01/protests-enter-4th-day-detroit-spread-troy/5311771002/', 'https://web.archive.org/web/20200604132652/https://senatedems.com/irwin/news/2020/05/28/irwin-bill-to-increase-police-officer-training-decrease-excessive-force/', 'https://www.detroitnews.com/story/news/local/michigan/2020/06/04/mich-senate-panel-votes-require-implicit-bias-training-police/3142904001/', 'https://www.detroitnews.com/story/news/local/detroit-city/2020/06/01/protests-enter-4th-day-detroit-spread-troy/5311771002/', 'https://web.archive.org/web/20200604130923/https://apnews.com/026d7821f4fae6244143c02422c4b29a']",Wikipedia
544,2020-06-02,"Albert Lea, MN",200.0,hundreds,['https://www.kimt.com/content/news/protestforpoliceaccountability-570975511.html'],Wikipedia
545,2020-05-31,"Austin, MN",,,['https://www.kaaltv.com/austin-minnesota-news/austin-community-members-host-peaceful-protest/5747385/?cat=10151&fbclid=IwAR2SxRWFDJNkpgsuE5vWGL9dZBDkTQ6FgK76kP-Ck-5BtpfPOAtOdJ-YGc4'],Wikipedia
546,2020-05-30,"Bemidji, MN",,between 300 and 500,['https://www.bemidjipioneer.com/news/6512845-Protesters-march-to-Bemidji-Police-Department-city-enacts-curfew'],Wikipedia
547,2020-05-29,"Brainerd, MN",,over 60 people,['https://www.brainerddispatch.com/news/6511578-Over-60-gather-at-6th-and-Washington-in-Brainerd-to-protest-racial-injustice'],Wikipedia
548,2020-05-28,"Duluth, MN",100.0,around 100 protesters,"['https://www.startribune.com/protests-over-george-floyd-s-death-spread-to-duluth/570833832/', 'https://www.duluthnewstribune.com/news/6514682-Protesters-block-Interstate-35-in-Duluth', 'https://cbs3duluth.com/2020/05/30/protestors-move-onto-i-35-in-duluth-dpd-uses-parts-of-riot-gear-for-1st-time/', 'https://edition.cnn.com/us/live-news/george-floyd-protests-05-30-20/h_58c5caba46873200c2afe468f4283e9d', 'https://cbs3duluth.com/2020/05/30/duluth-imposes-10-p-m-curfew-saturday-night-lasting-into-sunday-morning/', 'https://www.startribune.com/duluth-protests-over-george-floyd-s-death-called-unprecedented/570907812/']",Wikipedia
549,2020-05-29,"Mankato, MN",200.0,hundreds,['https://www.msn.com/en-us/news/us/hundreds-of-demonstrators-march-through-mankato-protest-george-floyd-e2-80-99s-death/ar-BB14MKYd'],Wikipedia
550,2020-05-26,"Minneapolis–St. Paul, MN",,,"['https://www.voanews.com/usa/minneapolis-mayor-declares-state-emergency', 'https://www.startribune.com/minneapolis-st-paul-buildings-are-damaged-looted-after-george-floyd-protests-riots/569930671/?refresh=true', 'https://www.startribune.com/minneapolis-delays-budget-overhaul-as-it-recovers-from-riots-following-george-floyd-s-death/571141862/', 'https://www.usatoday.com/in-depth/news/2020/05/29/george-floyd-protests-how-did-we-get-here/5283225002/']",Wikipedia
551,2020-05-31,"Owatonna, MN",220.0,over 200 protesters,['https://www.southernminn.com/owatonna_peoples_press/news/article_473532c8-cac4-547c-85b0-ecbefef8a6bd.html'],Wikipedia
552,2020-05-29,"Rochester, MN",160.0,over 150 protesters,"['https://www.kaaltv.com/rochester-minnesota-news/rochester-protest-for-george-floyd/5745282/', 'https://kttc.com/2020/06/07/george-floyd-protests-a-march-against-injustice/']",Wikipedia
553,2020-05-29,"St. Cloud, MN",200.0,hundreds,['https://www.sctimes.com/story/news/local/2020/05/29/peaceful-demonstrations-follow-memorial-george-floyd-st-cloud/5288657002/'],Wikipedia
554,2020-06-01,"Woodbury, MN",,about 40 protesters,['https://bringmethenews.com/minnesota-news/woodbury-joins-wave-of-protests-with-memorial-march-thursday'],Wikipedia
555,2020-05-31,"Bellevue, NE",,,['https://www.wowt.com/content/news/Bellevue-Police-stand-with-protesters-for-equality-justice-570911051.html'],Wikipedia
556,2020-01-01,"Chadron, NE",24.0,dozens,"['https://www.omaha.com/news/local/from-grand-island-to-chadron-towns-across-nebraska-rally-silence-is-violence/article_48fb898e-15dc-5394-a836-945c8eca211d.html#1', 'https://twitter.com/PolitelyRages/status/1268674242306023425?s=20']",Wikipedia
557,2020-06-01,"Grand Island, NE",300.0,300,"['https://www.theindependent.com/news/local/close-to-300-march-gather-in-park-in-grand-island/article_9ee49b70-a3bd-11ea-964f-7f7b685f2acb.html', 'https://apnews.com/18f192c9ce0cdfc5c10c6b1e17192ac4']",Wikipedia
558,2020-06-02,"Harvard, NE",,An estimated 50,['https://www.omaha.com/news/local/from-grand-island-to-chadron-towns-across-nebraska-rally-silence-is-violence/article_48fb898e-15dc-5394-a836-945c8eca211d.html#1'],Wikipedia
559,2020-01-04,"Kearney, NE",,,"['https://www.kearneyhub.com/news/local/sunday-protesters-march-for-george-floyd-and-james-scurlock-an-omaha-protester-killed-over-the/article_1ff4ff0c-a422-11ea-8660-6b98ddf073fd.html', 'https://www.ksnblocal4.com/content/news/Peaceful-protest-in-Kearney-to-stand-against-racism-and-police-brutality-570913601.html']",Wikipedia
560,2020-05-31,"Lincoln, NE",,,"['https://www.1011now.com/content/news/George-Floyd-Protests--570878351.html', 'https://journalstar.com/news/local/protest-in-lincoln-turns-violent-overnight/article_c2e6fdcf-fc58-5786-9c31-68ee2c364e23.html', 'https://www.1011now.com/content/news/LIVE-at-10PM-LPDs-response-to--570892661.html', 'https://journalstar.com/news/local/protest-in-lincoln-turns-violent-overnight/article_c2e6fdcf-fc58-5786-9c31-68ee2c364e23.html', 'https://journalstar.com/news/local/crime-and-courts/watch-now-journal-star-reporter-detained-some-protesters-arrested-in-downtown-lincoln-after-curfew/article_9e01944e-3867-5d2e-b7bf-19165cb266cf.html']",Wikipedia
562,2020-01-03,"Omaha, NE",2000.0,Thousands,"['https://www.omaha.com/news/local/72nd-and-dodge-shut-down-as-protesters-tear-gas-fill-streets-omaha-police-make-multiple/article_85901422-09dc-500c-b016-7d6be516e418.html', 'https://www.omaha.com/news/local/72nd-and-dodge-shut-down-as-protesters-tear-gas-fill-streets-omaha-police-make-multiple/article_85901422-09dc-500c-b016-7d6be516e418.html', 'https://www.omaha.com/news/local/72nd-and-dodge-shut-down-as-protesters-tear-gas-fill-streets-omaha-police-make-multiple/article_85901422-09dc-500c-b016-7d6be516e418.html', 'https://www.ketv.com/article/watch-protesters-gather-at-72nd-and-dodge-streets-in-outrage-over-george-floyds-death/32717253', 'https://www.ketv.com/article/singing-uber-driver-brings-joy-in-coronavirus-pandemic-baltimore/32719263', 'https://www.ketv.com/article/omaha-police-will-hold-press-conference-after-mass-protest-leads-to-arrests/32719150', 'https://www.omaha.com/news/local/72nd-and-dodge-shut-down-as-protesters-tear-gas-fill-streets-omaha-police-make-multiple/article_85901422-09dc-500c-b016-7d6be516e418.html', 'https://www.cbsnews.com/news/white-bar-owner-jacob-gardner-omaha-shot-killed-black-protestor-james-scurlock-no-charges/', 'https://www.3newsnow.com/news/local-news/protests-start-peacefully-grow-tense-after-curfew']",Wikipedia
563,2020-06-01,"Asbury Park, NJ",200.0,Hundreds,"['http://newjersey.news12.com/story/42197731/antipolice-brutality-rally-held-in-asbury-park-in-wake-of-george-floyd', 'https://www.app.com/story/news/2020/06/01/curfew-set-asbury-park-ahead-justice-george-floyd-protest/5311591002/']",Wikipedia
564,2020-05-31,"Atlantic City, NJ",100.0,about 100 people,['https://www.nj.com/atlantic/2020/05/peaceful-protests-in-atlantic-city-turn-to-looting-damage-of-stores-police-enact-curfew.html'],Wikipedia
565,2020-06-07,"Bayonne, NJ",1000.0,"about 1,000 people",['https://www.nj.com/hudson/2020/06/bayonne-protesters-demand-change-say-demonstrations-are-the-first-step.html'],Wikipedia
566,2020-05-31,"Bordentown, NJ",120.0,over 100 protesters,['https://www.burlingtoncountytimes.com/news/20200531/bordentown-city-vigil-all-lives-cannot-matter-until-black-lives-matterrsquo'],Wikipedia
567,2020-06-02,"Caldwell, NJ",,,['https://www.nj.com/hudson/2020/06/bayonne-protesters-demand-change-say-demonstrations-are-the-first-step.html'],Wikipedia
568,2020-05-30,"Camden, NJ",200.0,Hundreds,['https://www.courierpostonline.com/story/news/2020/05/30/camden-police-administration-building-protest-george-floyd/5293075002/'],Wikipedia
569,2020-06-05,"Cape May, NJ",,9,['https://www.pressofatlanticcity.com/gallery/photos-from-fridays-protest-in-cape-may-court-house/collection_f6ace124-b02a-5a78-9245-1eb7d591d3fc.html'],Wikipedia
570,2020-06-05,"Cherry Hill, NJ",200.0,hundreds,['https://philadelphia.cbslocal.com/2020/06/05/hundreds-peacefully-protest-police-brutality-in-cherry-hill/'],Wikipedia
571,2020-06-02,"Clifton, NJ",,over 400 protesters,['https://www.nj.com/hudson/2020/06/bayonne-protesters-demand-change-say-demonstrations-are-the-first-step.html'],Wikipedia
572,2020-06-02,"Cranford, NJ",,,['https://www.nj.com/hudson/2020/06/bayonne-protesters-demand-change-say-demonstrations-are-the-first-step.html'],Wikipedia
573,2020-06-06,"Elizabeth, NJ",200.0,hundreds,['https://www.mycentraljersey.com/story/news/local/union-county/2020/06/07/hundreds-rally-elizabeth-am-going-next-george-floyd/3169947001/'],Wikipedia
574,2020-05-30,"Englewood, NJ",1200.0,"more than 1,000 people",['https://www.northjersey.com/story/news/local/2020/05/30/nj-protests-thousands-rally-newark-englewood-george-floyd/5287303002/'],Wikipedia
575,2020-05-31,"Franklin Township (Somerset County), NJ",200.0,hundreds,"['https://www.tapinto.net/towns/franklin-township/articles/hundreds-march-in-franklin-to-protest-the-killing-of-george-floyd-b740de7d-67ea-4e89-a41c-8e0287539c85', 'https://www.tapinto.net/towns/franklin-township/sections/education/articles/franklin-high-school-alum-leads-2nd-peaceful-protest-in-front-of-police-headquarters']",Wikipedia
576,2020-01-01,"Franklinville, NJ",,about 70 protesters,['https://www.nytimes.com/2020/06/09/nyregion/james-demarco-franklinville-george-floyd-protest.html?action=click&algo=top_conversion&block=trending_recirc&fellback=false&imp_id=978834682&impression_id=932961815&index=0&pgtype=Article&region=footer'],Wikipedia
577,2020-06-01,"Flemington, NJ",100.0,about 100 people,"['https://www.tapinto.net/towns/flemington-slash-raritan/articles/peaceful-protest-held-in-flemington-borough-park-in-response-to-the-killing-of-george-floyd', 'http://newjersey.news12.com/story/42219316/around-1000-people-march-in-the-streets-of-flemington']",Wikipedia
578,2020-05-30,"Freehold Township, NJ",,about 35 people,"['https://midjersey.news/2020/05/30/march-on-route-9-for-george-floyd-protest-held-in-freehold/', 'https://www.app.com/story/news/local/communitychange/2020/06/02/george-floyd-freehold-protest/3123952001/', 'https://patch.com/new-jersey/freehold/freehold-floyd-protest-grows-tense-hear-what-we-have-say']",Wikipedia
579,2020-05-31,"Glassboro, NJ",,,['https://www.nj.com/hudson/2020/06/bayonne-protesters-demand-change-say-demonstrations-are-the-first-step.html'],Wikipedia
580,2020-05-31,"Glen Ridge, NJ",120.0,more than 100 protesters,['https://www.tapinto.net/towns/montclair/sections/essex-county-news/articles/protests-in-glen-ridge-draws-crowd-calling-for-justice-in-george-floyd-killing'],Wikipedia
581,2020-06-02,"Highland Park, NJ",,more than 1000 protesters,"['https://www.mycentraljersey.com/story/news/local/2020/06/03/george-floyd-nj-protesters-march-his-honor-highland-park/3132244001/', 'https://patch.com/new-jersey/woodbridge/watch-video-peaceful-highland-park-protest-tuesday-night']",Wikipedia
582,2020-06-04,"Hackensack, NJ",200.0,hundreds,"['https://www.northjersey.com/picture-gallery/news/bergen/hackensack/2020/06/04/nj-protest-photos-hundreds-protesting-hackensack/3148765001/', 'https://www.boston.com/news/national-news-2/2020/06/06/surfers-honor-george-floyd-in-paddle-out-held-around-world']",Wikipedia
583,2020-06-01,"Hackettstown, NJ",50.0,about 50 protesters,['https://wrnjradio.com/dozens-in-hackettstown-protest-george-floyd-killing/'],Wikipedia
584,2020-05-31,"Haddonfield, NJ",,more than 300,['https://www.courierpostonline.com/story/news/local/south-jersey/2020/06/01/peaceful-protesters-march-haddonfield-protest-racist-violence/5301908002/'],Wikipedia
585,2020-06-05,"Hoboken, NJ",,"2020, more than 1,000, 10,000, one","['https://www.nj.com/hudson/2020/06/protesters-10000-strong-rally-in-hoboken-against-police-brutality.html', 'https://www.northjersey.com/story/news/hudson/2020/06/05/george-floyd-protests-nj-hoboken-nj-over-1000-protesters-march/3158208001/']",Wikipedia
586,2020-06-01,"Jersey City, NJ",200.0,hundreds,['https://www.nj.com/hudson/2020/06/peaceful-rally-in-jersey-city-calls-for-an-end-to-police-brutality-justice-for-george-floyd.html'],Wikipedia
587,2020-06-06,"Lakewood, NJ",120.0,over 100 people,[],Wikipedia
588,2020-05-31,"Long Branch, NJ",200.0,hundreds,['https://www.app.com/story/news/local/communitychange/2020/05/31/george-floyd-long-branch-protest-killing-black-man-police/5301565002/'],Wikipedia
589,2020-05-31,"Millburn, NJ",,approximately 150 protesters,['https://www.tapinto.net/towns/millburn-slash-short-hills/sections/community-life/articles/millburn-residents-hold-black-lives-matter-rally-following-murder-of-george-floyd'],Wikipedia
590,2020-05-30,"Millville, NJ",,nearly 75,['https://www.nj.com/hudson/2020/06/bayonne-protesters-demand-change-say-demonstrations-are-the-first-step.html'],Wikipedia
591,2020-06-07,"Monroe Township, NJ",120.0,over 100 protesters,[],Wikipedia
592,2020-06-06,"Montclair, NJ",,an estimated 1000,['https://www.montclairlocal.news/2020/06/06/montclairs-black-lives-matter-crack-the-blue-wall-rally-draws-1000-marchers-brief/'],Wikipedia
593,2020-05-30,"Morristown, NJ",,approximately 200 to 300,['https://morristowngreen.com/2020/05/31/activists-rally-in-morristown-morris-township-to-demand-justice-for-george-floyd/'],Wikipedia
594,2020-05-30,"Newark, NJ",,"at least 5,000",['https://www.northjersey.com/story/news/local/2020/05/30/nj-protests-thousands-rally-newark-englewood-george-floyd/5287303002/'],Wikipedia
595,2020-05-30,"New Brunswick, NJ",300.0,about 300 protesters,['https://www.tapinto.net/towns/new-brunswick/sections/police-and-fire/articles/300-march-in-new-brunswick-to-protest-george-floyd-s-death'],Wikipedia
596,2020-06-06,"Newton, NJ",,"approximately 300 to 400, hundreds","['https://www.njherald.com/news/20200603/peaceful-protest-planned-for-newton-green-saturday', 'https://www.njherald.com/news/20200606/protests-seek-equality-for-black-residents']",Wikipedia
597,2020-06-02,"Ocean City, NJ",,,['https://www.nj.com/cape-may-county/2020/06/people-march-peacefully-with-police-during-daytime-protests-in-nj-towns.html'],Wikipedia
598,2020-06-03,"Paterson, NJ",,,"['https://web.archive.org/web/20200530210029/https://www.northjersey.com/picture-gallery/news/new-jersey/2020/05/30/nj-protests-scenes-across-nj-rallies-vigils-george-floyd/5287275002/', 'https://www.northjersey.com/story/news/passaic/paterson/2019/08/12/jameek-lowery-paterson-nj-death-accidental-not-police-use-force/1991061001/']",Wikipedia
599,2020-06-02,"Princeton, NJ",2000.0,thousands,['https://planetprinceton.com/2020/06/02/photos-thousands-pack-the-streets-of-princeton-to-protest-racism-and-police-brutality/'],Wikipedia
600,2020-05-31,"Rahway, NJ",,,['http://newjersey.news12.com/story/42193141/we-just-want-unity-rahway-community-holds-rally-at-city-hall-to-protest-george-floyds-death'],Wikipedia
601,2020-06-01,"Rio Grande, NJ",,,['https://www.nj.com/cape-may-county/2020/06/people-march-peacefully-with-police-during-daytime-protests-in-nj-towns.html'],Wikipedia
602,2020-06-02,"Somers Point, NJ",,,['https://www.nj.com/cape-may-county/2020/06/people-march-peacefully-with-police-during-daytime-protests-in-nj-towns.html'],Wikipedia
603,2020-06-02,"South Brunswick, NJ",550.0,more than 500 protesters,['https://www.mycentraljersey.com/story/news/local/middlesex-county/2020/06/02/peaceful-protesters-march-south-brunswick-nj-black-lives-matter/3125442001/'],Wikipedia
604,2020-06-02,"Toms River, NJ",200.0,about 200 protesters,"['https://www.nj.com/cape-may-county/2020/06/people-march-peacefully-with-police-during-daytime-protests-in-nj-towns.html', 'https://www.app.com/story/news/local/toms-river-area/toms-river/2020/06/02/police-march-protestors-george-floyd-rally-toms-river/3124146001/']",Wikipedia
605,2020-05-30,"Trenton, NJ",,,['https://midjersey.news/2020/05/30/black-lives-matter-justice-for-george-floyd-protest-held-in-trenton/'],Wikipedia
606,2020-06-06,"West Orange, NJ",,"3,000",[],Wikipedia
607,2020-06-05,"Wildwood, NJ",,,['https://www.pressofatlanticcity.com/gallery/photos-from-fridays-protest-in-wildwood/collection_c86cb3d6-74d1-59ad-93fa-a973234a2d0e.html'],Wikipedia
608,2020-05-30,"Willingboro, NJ",,,['https://www.burlingtoncountytimes.com/news/20200530/burlington-county-protesters-demand-justice-for-floyd'],Wikipedia
609,2020-05-31,"Auburn, NY",200.0,200,['https://www.syracuse.com/poststandard/2020/05/auburn-police-chief-marches-through-city-with-those-protesting-floyd-lawrences-death.html'],Wikipedia
610,2020-03-01,"Baldwinsville, NY",,hundred or so,['https://www.eaglenewsonline.com/news/new/government/2020/06/06/blacklivesmatter-bville-student-organizes-protest/'],Wikipedia
611,2020-05-31,"Binghamton, NY",,"Nearly 1000, Only 200",['https://wbng.com/2020/05/31/nearly-200-gather-at-binghamton-high-school-second-george-floyd-protest/'],Wikipedia
612,2020-01-01,"Clinton, NY",,About 200,"['https://romesentinel.com/stories/peaceful-protest-held-on-clinton-village-green,99229']",Wikipedia
613,2020-01-01,"Cooperstown, NY",,approximately 500 people,['https://www.thedailystar.com/news/local_news/speakers-address-racial-issues-at-cooperstown-protest/article_685712d1-fb60-52cb-b178-9f1e4c76281d.html'],Wikipedia
614,2020-06-04,"Hamilton, NY",200.0,hundreds,['https://www.uticaod.com/news/20200604/george-floyd-protest-hamilton-community-called-to-action'],Wikipedia
615,2020-01-01,"Homer, NY",200.0,hundreds,['https://cortlandvoice.com/2020/06/06/homer-ny-george-floyd-black-lives-matter-protest-videos-included/'],Wikipedia
616,2020-05-31,"Ithaca, NY",200.0,hundreds,"['https://ithacavoice.com/2020/06/george-floyd-protest-draws-hundreds-to-ithaca-commons/', 'https://www.ithaca.com/news/ithaca/cars-break-line-at-downtown-protest-event-two-hurt/article_d619609a-a43e-11ea-ba55-0b5e871639ae.html', 'https://www.ithacajournal.com/story/news/local/2020/06/03/cornell-university-community-members-protest-ithaca-after-floyds-death/3133045001/', 'https://ithacavoice.com/2020/06/video-protestors-seeking-racial-justice-march-from-cornell-campus-to-ipd/']",Wikipedia
617,2020-05-31,"Oneonta, NY",500.0,500,['https://www.allotsego.com/after-500-protest-2nd-one-planned/'],Wikipedia
618,2020-05-31,"Oswego, NY",200.0,several hundred,"['https://www.oswegonian.com/2020/05/31/oswego-joins-nation-in-protest-everything-kept-peacful/', 'https://oswegocountytoday.com/accept-oswego-hosts-peaceful-demonstration-for-black-lives/news/oswego/']",Wikipedia
620,2020-05-31,"Utica, NY",200.0,hundreds,['https://www.uticaod.com/news/20200531/uticas-george-floyd-protest-draws-large-crowd-remains-peaceful?template=ampart'],Wikipedia
621,2020-05-30,"Albany, NY",,,"['https://wnyt.com/albany-new-york-news/rally-peaceful-protest-held-in-albany-in-wake-of-george-floyds-death/5745637/', 'https://www.timesunion.com/news/article/Sheehan-orders-curfew-as-protesters-police-clash-15305909.php', 'https://www.timesunion.com/news/article/Protests-against-police-brutality-turn-to-15306447.php', 'https://www.timesunion.com/news/article/The-sun-rose-Sunday-on-a-trail-of-destruction-in-15306361.php', 'https://www.syracuse.com/news/2020/05/violence-looting-in-upstate-ny-protests-turn-ugly-in-buffalo-albany-rochester-videos.html']",Wikipedia
622,2020-01-01,"Amsterdam, NY",200.0,Hundreds,['https://dailygazette.com/article/2020/06/07/black-lives-matter-protests-around-the-region-sunday-troy-saratoga-springs-niskayuna-amsterdam'],Wikipedia
623,2020-06-01,"Beacon, NY",200.0,hundreds,['https://www.poughkeepsiejournal.com/story/news/local/2020/06/01/beacon-elijah-hughes-protest-george-floyd/5308678002/'],Wikipedia
624,2020-06-03,"Carmel, NY",200.0,Hundreds,['https://www.lohud.com/story/news/local/putnam/carmel/2020/06/03/black-lives-matter-protest-carmel/3138326001/'],Wikipedia
625,2020-06-04,"Catskill, NY",1200.0,"more than 1,000 people",['https://www.facebook.com/watch/live/?v=253175672605144&ref=watch_permalink'],Wikipedia
626,2020-06-08,"Clifton Park, NY",,400,['https://www.saratogian.com/news/local-news/black-lives-matter-protest-comes-to-clifton-park/article_edb3b8f4-a9d4-11ea-83c1-67c1e18a6797.html'],Wikipedia
627,2020-01-01,"Cornwall, NY",200.0,Hundreds,['https://twitter.com/SaritaforNY/status/1268975536753254407'],Wikipedia
628,2020-06-04,"Dobbs Ferry, NY",,"Hundreds, Some dozen",['http://hudsonvalley.news12.com/story/42212076/hundreds-rally-for-change-at-waterfront-park-in-dobbs-ferry'],Wikipedia
629,2020-06-05,"Goshen, NY",,"Several hundred, 150, A few hundred",['https://spectrumlocalnews.com/nys/hudson-valley/public-safety/2020/06/05/goshen-black-lives-matter-protest'],Wikipedia
630,2020-03-30,"Kingston, NY",,,['https://www.dailyfreeman.com/news/kingston-march-remembers-george-floyd-man-killed-by-minnesota-police/article_a1afba0e-a2ca-11ea-a03b-ff06ea18e45a.html'],Wikipedia
631,2020-05-31,"Monroe, NY",,About 700,"['https://www.recordonline.com/photogallery/TH/20200531/NEWS/531009998/PH/1', 'https://www.facebook.com/photo/?fbid=2866799343447259&set=a.309635572496995']",Wikipedia
632,2020-06-09,"Montgomery, NY",,about 500 people,['https://www.recordonline.com/news/20200610/montgomery-protest-aims-to-open-dialog-on-racial-injustice'],Wikipedia
633,2020-01-01,"Monticello, NY",300.0,300,"['https://riverreporter.com/stories/monticello-rally-protests-george-floyd-killing,37580']",Wikipedia
634,2020-06-01,"Mount Vernon, NY",,,['https://mountvernonnews.com/local-news/2020/06/02/monday-protest-draws-large-crowd/'],Wikipedia
635,2020-01-01,"Nanuet, NY",300.0,300,['https://rocklandreport.com/i-cant-breathe-peaceful-protest-in-nanuet/'],Wikipedia
636,2020-05-30,"New Paltz, NY",200.0,Hundreds,['https://www.poughkeepsiejournal.com/story/news/local/2020/05/30/george-floyd-death-draws-hundreds-new-paltz-protest/5284356002/'],Wikipedia
637,2020-06-03,"New Rochelle, NY",,"approximately 2,000 people",['https://dailyvoice.com/new-york/pelham/news/protest-in-new-rochelle-draws-nearly-2000-including-mariano-rivera/788884/'],Wikipedia
638,2020-01-01,"Niskayuna, NY",200.0,Hundreds,"['https://cbs6albany.com/news/local/niskayuna-protest-starts-the-conversation-on-making-change', 'https://dailygazette.com/galleries/2020/06/07/niskayuna-black-lives-matter-protest-sunday']",Wikipedia
