,date,city_st,size,size_str,urls,collection
639,2020-06-01,"Nyack, NY",,,['https://www.lohud.com/story/news/local/rockland/2020/06/01/nyack-justice-equality-george-floyd-protest/5310563002/'],Wikipedia
640,2020-01-01,"Ossining, NY",,"3-4,000",['http://westchester.news12.com/story/42218647/thousands-march-peacefully-in-ossining-over-death-of-george-floyd'],Wikipedia
641,2020-05-30,"Peekskill, NY",,100,"['https://www.lohud.com/story/news/local/westchester/peekskill/2020/05/30/george-floyd-protests-peekskill-rally-calls-action/5291963002/', 'https://www.newsbreak.com/new-york/peekskill/news/0PCVAFlY/im-done-dying-peekskill-rally-on-george-floyds-death-calls-for-action', 'https://www.lohud.com/story/news/local/westchester/peekskill/2020/05/30/george-floyd-protests-peekskill-rally-calls-action/5291963002/']",Wikipedia
642,2020-06-02,"Pelham, NY",100.0,hundred,['https://pelhamexaminer.com/23956/latest-news/pelham-residents-pay-respects-to-george-floyd-through-wolfs-lane-park-vigil/'],Wikipedia
643,2020-01-01,"Pine Bush, NY",200.0,Hundreds,['https://newsatomic.com/news/people/2020/06/11/pine-bush-protests-against-racism-police-brutality/open/240dzC/'],Wikipedia
644,2020-06-07,"Port Chester, NY",2000.0,Thousands,['https://www.youtube.com/watch?v=mfdiiMYCXZk'],Wikipedia
645,2020-06-01,"Poughkeepsie, NY",,over 250,"['https://miscellanynews.org/2020/06/01/news/poughkeepsie-community-protests-police-brutality-honors-george-floyd/', 'https://midhudsonnews.com/2020/06/01/black-lives-matter-rally-in-poughkeepsie/']",Wikipedia
646,2020-01-01,"Rhinebeck, NY",,Almost 200,['https://www.news10.com/news/young-people-protest-peacefully-in-rhinebeck/'],Wikipedia
647,2020-01-01,"Rye, NY",,,['https://www.youtube.com/watch?v=ZXk94oJXN8M'],Wikipedia
648,2020-05-31,"Schenectady, NY",200.0,Hundreds,['https://www.nbcnews.com/think/opinion/chief-police-i-knelt-george-floyd-show-people-i-serve-ncna1221466'],Wikipedia
649,2020-06-09,"Somers, NY",,About 350,['https://www.journalinquirer.com/towns/somers/about-350-people-attend-somers-protest/article_d86799da-aa55-11ea-8bbd-8f72d1e0ae02.html#utm_campaign=blox&utm_source=twitter&utm_medium=social'],Wikipedia
650,2020-01-01,"Spring Valley, NY",,"Two thousand, 2,000",['https://rocklandreport.com/peaceful-march-and-protest-held-in-spring-valley/'],Wikipedia
651,2020-06-02,"Tarrytown, NY",200.0,several hundred,['https://thehudsonindependent.com/hundreds-line-broadway-in-tarrytown-protest/'],Wikipedia
653,2020-01-01,"Wallkill, NY",,"400, one","['http://westchester.news12.com/story/42204974/fire-chief-accused-of-racist-remarks-relieved-of-duties', 'https://www.recordonline.com/news/20200603/former-town-of-wallkill-fire-chief-apologizes-for-racist-comments', 'https://www.recordonline.com/news/20200607/black-lives-matter-protesters-march-down-route-211-in-town-of-wallkill']",Wikipedia
654,2020-06-02,"Warwick, NY",,"Two, 150","['https://www.recordonline.com/photogallery/TH/20200602/PHOTOGALLERY/602009994/PH/1', 'http://westchester.news12.com/story/42202715/threats-of-violence-looting-investigated-in-orange-county-as-protests-remain-peaceful', 'https://www.recordonline.com/photogallery/TH/20200604/PHOTOGALLERY/604009994/PH/1']",Wikipedia
655,2020-01-01,"Washingtonville, NY",200.0,Several hundred,['https://www.instagram.com/p/CBJF_gEgMQ-/?igshid=qh29i2hjm63o'],Wikipedia
656,2020-05-29,"White Plains, NY",200.0,hundreds,['http://westchester.news12.com/story/42188438/your-officers-cannot-act-with-impunity-vigil-held-to-protest-minnesota-death-of-george-floyd'],Wikipedia
657,2020-06-01,"Yonkers, NY",1000.0,"around 1,000 people",['https://www.lohud.com/story/news/local/westchester/yonkers/2020/05/31/yonkers-protest-death-george-floyd/5300163002/'],Wikipedia
658,2020-06-02,"Bridgehampton, NY",,"approximately 1,000",['https://indyeastend.com/news-opinion/police/call-for-reform-in-bridgehampton/'],Wikipedia
659,2020-06-01,"Commack, NY",200.0,hundreds,['https://abc7ny.com/6225622/'],Wikipedia
660,2020-06-02,"Long Beach, NY",200.0,about 200 people,['http://longisland.news12.com/story/42202648/hundreds-turn-out-to-george-floyd-protests-in-long-beach-freeport'],Wikipedia
661,2020-06-01,"Mineola, NY",,about 2500 people,['https://www.newsday.com/long-island/protests-long-island-george-floyd-1.45180039'],Wikipedia
662,2020-05-31,"Plainview, NY",,a few hundred,['https://www.newsday.com/long-island/nassau/black-lives-matter-protest-george-floyd-1.45141541'],Wikipedia
663,2020-05-31,"Riverhead, NY",,over 300 people,['https://www.newsday.com/long-island/nassau/black-lives-matter-protest-george-floyd-1.45141541'],Wikipedia
664,2020-06-01,"Shirley, NY",,,['https://patch.com/new-york/shirley-mastic/protest-over-george-floyd-killing-erupts-shirley'],Wikipedia
665,2020-06-01,"West Islip, NY",200.0,hundreds,"['https://patch.com/new-york/westislip/west-islip-black-lives-matter-protesters-want-voice-heard', 'https://www.nytimes.com/2020/05/30/nyregion/nyc-protests-george-floyd.html', 'https://newyork.cbslocal.com/2020/05/28/several-arrests-made-at-union-square-protest-over-george-floyds-death/', 'https://abcnews.go.com/US/dangerous-protests-erupt-overnight-george-floyds-death-minneapolis/story?id=70924047', 'https://newyork.cbslocal.com/2020/05/29/george-floyd-protest/', 'https://www.nytimes.com/2020/05/30/nyregion/nyc-protests-george-floyd.html', 'https://edition.cnn.com/us/live-news/george-floyd-protests-05-30-20/h_2835028f0e37b4632ae1a0d0d443f1d9', 'https://www.nbcnews.com/news/us-news/live-blog/george-floyd-death-nationwide-protests-live-updates-n1219376/ncrd1219856#liveBlogHeader', 'https://www.nbcnewyork.com/news/nypd-vehicles-strike-protestors-in-brooklyn/2439873/', 'https://edition.cnn.com/us/live-news/george-floyd-protests-05-30-20/h_43ed8f297d9499edc880175762538767', 'https://www.reuters.com/article/us-minneapolis-police-new-york-cuomo-idUSKBN23832V', 'https://www.nytimes.com/2020/06/02/nyregion/nyc-protests-george-floyd.html']",Wikipedia
666,2020-06-06,"Canton, New York, NY",,,['https://zephyrnet.com/crowd-in-canton-joins-small-new-york-towns-protesting-racism-police-brutality/'],Wikipedia
667,2020-01-01,"Elizabethtown, New York, NY",,About one hundred,['https://suncommunitynews.com/news/81207/rally-seeks-justice-for-all/'],Wikipedia
668,2020-06-05,"Glen Falls, NY",,"approximately 14,000 people",['https://www.news10.com/news/north-country-report-black-lives-matter-march-in-glens-falls-reopenings-continue/'],Wikipedia
669,2020-05-31,"Keene Valley, New York, NY",,around one hundred fifty,['https://www.adirondackdailyenterprise.com/news/local-news/2020/06/a-peaceful-powerful-protest/'],Wikipedia
670,2020-06-06,"Plattsburgh, New York, NY",200.0,hundreds,['https://www.pressrepublican.com/news/local_news/plattsburgh-black-lives-matter-protest-draws-large-crowd/article_7e0a1d4a-a94e-5095-90b7-ce5e4bed811d.html'],Wikipedia
671,2020-06-02,"Potsdam, New York, NY",,around one thousand,"['https://www.northcountrynow.com/news/1000-protesters-march-through-potsdam-rally-peacefully-racial-justice-0281114', 'https://www.wwnytv.com/2020/06/05/protests-concern-local-officials-about-spread-covid-/']",Wikipedia
672,2020-06-03,"Saranac Lake, New York, NY",,Roughly five hundred,"['https://www.adirondackdailyenterprise.com/news/local-news/2020/06/hundreds-gather-to-protest-police-brutality-demand-justice-for-floyd/', 'https://www.pressrepublican.com/news/police-charge-local-man-for-alleged-threat-to-shoot-protesters/article_4b5f084c-a61e-11ea-8643-2fd39709cd5b.html']",Wikipedia
673,2020-01-01,"Batavia, NY",,"around 8, 00AM, 11, 40AM",['https://www.thedailynewsonline.com/news/local/we-will-not-be-silenced-protesters-make-voices-heard-sunday-in-batavia/article_fb387c16-5a8a-5308-bfa5-82df5230cb45.html'],Wikipedia
674,2020-05-30,"Buffalo, NY",,thousand,"['https://wben.radio.com/articles/protest-in-buffalo-leads-to-state-of-emergency', 'https://buffalonews.com/2020/05/30/hundreds-gather-in-niagara-square-to-protest-minneapolis-killing-mayor-brown-issues-statement-in-support/', 'https://www.wgrz.com/article/news/crime/protester-tries-to-set-buffalo-city-hall-on-fire/71-557ea29e-a40a-4da3-a5a4-f4726589010c', 'https://www.wgrz.com/article/news/local/curfew-issued-for-buffalo-from-8pm-5am-until-sunday/71-197fed2a-d89a-4d02-ac43-ddefdec8eff8', 'https://www.usatoday.com/story/news/nation/2020/06/05/buffalo-new-york-police-officers-suspended-shoving-man-ground/3153626001/']",Wikipedia
675,2020-06-03,"Canandaigua, NY",200.0,Hundreds,['https://www.rochesterfirst.com/news/local-news/underway-hundreds-protesting-at-black-lives-matter-rally-in-canandaigua/'],Wikipedia
676,2020-06-05,"Hornell, NY",,Approximately 150,['https://www.eveningtribune.com/news/20200605/hornell-protest-weve-got-to-do-better'],Wikipedia
677,2020-05-31,"Jamestown, NY",,Approximately 200,['https://www.wrfalp.com/rally-and-protest-events-in-jamestown-remain-peaceful/'],Wikipedia
678,2020-05-31,"Niagara Falls, NY",,,['https://www.niagara-gazette.com/news/local_news/protesters-begin-gathering-at-old-falls-police-station/article_df31dc64-409c-52f8-a126-2e61121670e3.html'],Wikipedia
679,2020-05-31,"Olean, NY",300.0,about 300 people,"['https://www.oleantimesherald.com/protest-at-state-and-union/video_72755431-2c13-52c8-a834-409245e55cd4.html', 'https://www.oleantimesherald.com/news/hundreds-protest-in-olean-over-george-floyd-death-2-fights-reported/article_7b972157-56f9-5cb8-aabf-e366e37214dc.html']",Wikipedia
680,2020-05-30,"Rochester, NY",,,"['https://www.whec.com/rochester-new-york-news/chaos-in-front-of-public-safety-building-as-cars-smashed-tear-gas-deployed/5745727/', 'https://www.democratandchronicle.com/story/news/2020/05/30/rochester-sets-curfew-9-p-m-declares-state-emergency-after-riots/5295149002/', 'https://www.rochesterfirst.com/news/local-news/watch-live-mayor-warren-addresses-media-after-protest-turns-violent-reports-of-looting/', 'https://www.whec.com/rochester-new-york-news/rpd-asking-for-help-identifying-people-seen-beating-couple-on-monroe-avenue/5747247/', 'https://www.usatoday.com/story/news/nation/2020/06/05/buffalo-new-york-police-officers-suspended-shoving-man-ground/3153626001/', 'https://www.usatoday.com/story/news/nation/2020/06/04/buffalo-police-officers-suspended-shoving-man-ground/3151434001/', 'https://www.nbcnews.com/news/us-news/man-who-appears-be-pushed-police-buffalo-protest-stable-condition-n1225451', 'https://www.buzzfeednews.com/article/salvadorhernandez/buffalo-police-video-man-pushed', 'https://www.politico.com/news/2020/06/05/buffalo-police-new-york-city-protests-303168', 'https://www.usatoday.com/story/news/nation/2020/06/04/buffalo-police-officers-suspended-shoving-man-ground/3151434001/', 'https://www.politico.com/news/2020/06/05/buffalo-police-new-york-city-protests-303168', 'https://www.politico.com/news/2020/06/05/buffalo-police-new-york-city-protests-303168', 'https://www.politico.com/states/new-york/city-hall/story/2020/06/05/cuomo-presses-buffalo-to-pursue-firing-officers-who-shoved-protester-in-viral-video-1291436', 'https://www.bbc.co.uk/news/world-us-canada-52945190', 'https://buffalonews.com/2020/06/05/57-members-of-buffalo-police-riot-response-team-resign/', 'https://www.wivb.com/news/local-news/buffalo/entire-bpd-emergency-response-team-resigns-in-support-of-suspended-officers/', 'https://www.wgrz.com/article/news/buffalo-police-emergency-response-team-members-resign-from-special-position/71-37d425ad-13ae-4771-bba1-e59da88fb93a', 'https://www.nbcnews.com/news/us-news/two-buffalo-police-officers-charged-assault-over-alleged-shoving-75-n1226566']",Wikipedia
681,2020-05-31,"Asheville, NC",200.0,hundreds,"['https://wlos.com/news/local/i-cant-breathe-chanting-from-asheville-protesters-heard-downtown-calling-for-justice', 'https://www.citizen-times.com/story/news/local/2020/05/31/bowen-bridge-shut-down-protesters-block-highway/5304001002/', 'https://www.citizen-times.com/story/news/local/2020/06/01/asheville-protest-crowd-gathers-downtown-june-1-2nd-night/5314277002/', 'https://www.citizen-times.com/story/news/local/2020/06/01/asheville-protest-crowd-gathers-downtown-june-1-2nd-night/5314277002/', 'https://wcti12.com/news/state-news/asheville-police-destroy-medical-medic-station-water-supplies', 'https://wcti12.com/news/state-news/asheville-police-destroy-medical-medic-station-water-supplies', 'https://www.citizen-times.com/story/news/local/2020/06/03/asheville-mayor-wants-police-explain-destruction-medical-station/3134785001/', 'https://www.citizen-times.com/story/news/local/2020/06/03/asheville-mayor-wants-police-explain-destruction-medical-station/3134785001/']",Wikipedia
682,2020-06-02,"Beaufort, NC",,nearly 100,['https://www.carolinacoastonline.com/news_times/article_15a4e094-a535-11ea-b42d-6f1553bc06a0.html'],Wikipedia
683,2020-06-07,"Boone, NC",1000.0,"1,000",['https://spectrumlocalnews.com/nc/charlotte/news/2020/06/07/george-floyd-protests-continue-for-second-weekend-in-north-carolina'],Wikipedia
684,2020-06-02,"Burnsville, NC",,about 350,"['https://www.ourlocalcommunityonline.com/2020/06/02/local-naacp-vigil/', 'missing']",Wikipedia
685,2020-06-03,"Chapel Hill, NC",1200.0,"more than 1,000 people","['https://chapelboro.com/news/live-updates-protesters-gather-peacefully-at-mccorkle-place-in-chapel-hill', 'https://chapelboro.com/news/unc/unc-black-student-groups-lead-march-across-campus-through-chapel-hill']",Wikipedia
686,2020-06-04,"Charlotte, NC",200.0,hundreds,"['https://www.charlotteobserver.com/news/local/article243091021.html', 'https://www.wsoctv.com/news/local/justice-george-floyd-protest-planned-front-cmpd-station-west-charlotte/PSJNFKWRCRHKJPRMWIVQYGSUUE/', 'https://www.wcnc.com/article/news/local/city-charlotte-mecklenburg-county-state-of-emergency/275-7ee4b88b-886a-4415-b5b1-62d5769c3bda', 'https://abc11.com/6220405/']",Wikipedia
687,2020-03-01,"Clinton, NC",,,['https://www.clintonnc.com/opinion/48925/bringing-about-real-change-together'],Wikipedia
688,2020-06-04,"Dunn, NC",200.0,Hundreds,['https://www.cbs17.com/news/local-news/hundreds-march-in-protest-of-peace-and-unity-walk-in-dunn/'],Wikipedia
689,2020-05-30,"Durham, NC",,,"['https://www.cbs17.com/news/local-news/durham-county-news/george-floyd-protest-takes-place-in-durham/', 'https://www.newsobserver.com/news/local/counties/durham-county/article243136816.html', 'https://www.heraldsun.com/news/local/counties/durham-county/article243173196.html']",Wikipedia
690,2020-05-30,"Fayetteville, NC",200.0,Hundreds,"['https://bladenonline.com/protests-held-in-fayetteville-over-death-of-george-floyd/', 'https://www.cbs17.com/news/local-news/cumberland-county-news/mall-closes-as-protest-over-george-floyds-death-begins-in-fayetteville/']",Wikipedia
691,2020-05-31,"Goldsboro, NC",,,['https://www.goldsborodailynews.com/2020/06/01/protesters-march-in-downtown-goldsboro-photo-gallery/'],Wikipedia
692,2020-05-30,"Greensboro, NC",200.0,hundreds,"['https://www.wfmynews2.com/article/news/local/george-floyd/watch-live-protests-in-downtown-greensboro/83-9120e90d-3a21-487b-bc29-b84b113b9a6b', 'https://www.greensboro.com/news/local_news/watch-now-rioters-break-windows-begin-looting-in-downtown-greensboro/article_02fd929e-0b8b-5422-adeb-67bd01287a4e.html', 'https://www.wcnc.com/article/news/greensboro-city-curfew-mayor-vaughan-declares-george-floyd-protests/83-014b78a0-15db-41b1-b27a-15068f96fe14', 'https://www.journalnow.com/news/local/greensboro-virtual-town-hall-to-discuss-policing-and-law-enforcement-scheduled-by-city-appointed-justice/article_57c74fc5-807c-5709-90b9-e99732661269.html']",Wikipedia
693,2020-05-31,"Greenville, NC",,more than 1000 people,"['https://www.witn.com/content/news/Protesters-damage-police-vehicles-monument-in-uptown-Greenville-570910881.html', 'https://www.wnct.com/local-news/greenville-police-monitoring-protest-turned-violent-in-uptown/', 'https://www.witn.com/content/news/Protesters-damage-police-vehicles-monument-in-uptown-Greenville-570910881.html', 'https://wcti12.com/news/local/greenville-enacts-curfew-for-a-second-night-amid-protests']",Wikipedia
694,2020-05-30,"New Bern, NC",,About 40,['https://www.newbernsj.com/news/20200530/protest-draws-crowd-near-new-bern-walmart'],Wikipedia
695,2020-05-31,"High Point, NC",,,"['https://myfox8.com/news/south-main-street-in-high-point-blocked-by-protestors/', 'https://myfox8.com/news/high-point-citywide-curfew-announced/']",Wikipedia
696,2020-06-07,"Huntersville, NC",,,['https://www.charlotteobserver.com/news/local/article243310911.html'],Wikipedia
698,2020-06-01,"Newton, NC",120.0,more than 100 protesters,"['https://www.wbtv.com/2020/06/02/police-chief-greets-community-george-floyd-protest-goes-newton-nc/', 'https://www.wsoctv.com/news/local/protesters-gather-near-newton-police-station/FAE7T2OGMFAYXNU5TYUK4N7WUQ/']",Wikipedia
699,2020-05-30,"Raleigh, NC",1000.0,"around 1,000 people","['https://www.cbs17.com/news/local-news/wake-county-news/protesters-gather-in-raleigh-over-death-of-george-floyd/', 'https://www.newsobserver.com/news/local/article243114301.html', 'https://www.cbs17.com/news/local-news/wake-county-news/protesters-gather-in-raleigh-over-death-of-george-floyd/', 'https://www.wral.com/clean-up-begins-after-night-of-looting-fires-and-vandalism-in-raleigh-fayetteville/19122732/', 'https://www.wral.com/raleigh-curfew-begins-at-8p-includes-groceries-restaurants-parks/19123836/', 'https://www.pinknews.co.uk/2020/06/03/lgbt-bar-raleigh-north-carolina-ruby-deluxe-tim-lemuel-black-lives-matter-police-brutality-racism/']",Wikipedia
