date,city_st,urls,collection
06/06/2020,"Gulfport, MS",['https://www.wlox.com/2020/06/06/no-justice-no-peace-hundreds-gather-gulfport-peaceful-protest/'],New York Times
06/06/2020,"Brown Deer, WI",['https://spectrumnews1.com/wi/madison/news/2020/06/08/peaceful-marches-in-milwaukee-took-place-on-saturday'],New York Times
06/06/2020,"Tallahassee, FL",['https://www.tallahassee.com/story/news/2020/05/30/protests-erupt-tallahassee-after-minneapolis-local-police-involved-shootings/5291951002/'],New York Times
06/06/2020,"Cocoa, FL",['https://www.floridatoday.com/story/news/2020/06/06/angry-and-tired-thousands-march-justice-protesters-say-no-more/3148561001/'],New York Times
06/06/2020,"Alpine, TX",['https://marfapublicradio.org/blog/in-one-of-alpines-largest-protests-hundreds-turn-out-to-rally-against-the-police-killings-of-black-people/'],New York Times
06/06/2020,"Greenville, NC",['https://www.witn.com/content/news/Protesters-post-list-of-demands-on-Greenville-City-Hall-571077571.html'],New York Times
06/06/2020,"Danbury, CT",['https://www.newstimes.com/local/article/Route-updated-for-Danbury-protest-15310883.php'],New York Times
06/06/2020,"Syracuse, NY","['https://www.syracuse.com/crime/2020/05/how-george-floyd-protests-in-syracuse-went-from-peaceful-to-chaotic.html', 'https://www.syracuse.com/news/2020/05/syracuse-protests-live-updates-demonstrators-ignore-curfew-standoff-with-police.html']",New York Times
06/06/2020,"Somerville, NJ",['https://patch.com/new-jersey/hillsborough/black-lives-matter-hundreds-gather-somerset-county-videos'],New York Times
06/06/2020,"West Haven, CT",['https://www.ctinsider.com/news/nhregister/article/Black-youth-speak-out-on-police-brutality-at-West-15322366.php'],New York Times
06/06/2020,"Burien, WA",['https://b-townblog.com/2020/06/06/video-burien-for-black-lives-burien-youth-council-hold-peaceful-protest-saturday/'],New York Times
06/06/2020,"Santa Clarita, CA",['https://www.nbclosangeles.com/news/local/hundreds-protest-in-santa-clarita-over-george-floyds-death/2371105/'],New York Times
06/06/2020,"Jeffersonville, GA",['https://www.13wmaz.com/article/news/local/peaceful-protest-at-twiggs-county-courthouse/93-de72ff9c-8126-4c94-800d-508896c44f05'],New York Times
06/06/2020,"Manhattan, NY",['https://www.nytimes.com/2020/06/03/nyregion/protests-nyc.html'],New York Times
06/06/2020,"Culver City, CA",['https://www.nbclosangeles.com/local/peaceful-protests-in-culver-city-and-century-city/2376029/'],New York Times
06/06/2020,"Winston-Salem, NC","['https://www.journalnow.com/news/local/series-of-peaceful-black-lives-matter-protesters-take-to-winston-salem-from-morning-to-night/article_c5107d8e-961c-5e5e-ade4-cfc57fc2746a.html', 'https://www.journalnow.com/news/local/hundreds-of-protesters-march-through-downtown-winston-salem/article_6a0cfb7e-0ced-5773-9c20-dc2d1094f95e.html']",New York Times
06/06/2020,"Smyrna, GA",['https://www.mdjonline.com/news/systemic-racism-the-target-of-prayer-and-protest-across-cobb-saturday/article_ef16abb8-a824-11ea-a36e-b7134aaf7d8e.html'],New York Times
06/06/2020,"Little Rock, AR",['https://www.arkansasonline.com/news/2020/may/31/in-lr-rally-near-capitol-turns-violent-/'],New York Times
06/06/2020,"Midland, TX",['https://www.mrt.com/news/article/Black-Lives-Matter-protest-at-mall-stays-peaceful-15307232.php'],New York Times
06/06/2020,"Orange, CA",['https://www.ocregister.com/2020/05/30/hundreds-gather-at-orange-circle-plaza-to-protest-police-brutality/'],New York Times
06/06/2020,"Clifton, NJ",['https://www.northjersey.com/story/news/passaic/clifton/2020/06/02/george-floyd-clifton-nj-protest-march-travels-passaic-city-hall/3123366001/'],New York Times
06/06/2020,"Casa Grande, AZ",['https://www.pinalcentral.com/cg-black-lives-matter-protest-june-6-2020/video_26e9f40d-329e-5585-813a-90f86ddf59ab.html'],New York Times
06/06/2020,"West Orange, NJ",['https://www.nj.com/news/2020/06/protests-over-george-floyds-death-planned-across-nj-june-6-2020.html'],New York Times
06/06/2020,"Mobile, AL",['https://www.al.com/news/2020/06/police-shoot-pepper-balls-at-mobile-activists-as-peaceful-protest-turns-violent.html'],New York Times
06/06/2020,"Hanalei, HI",['https://www.thegardenisland.com/2020/06/07/hawaii-news/paddling-out-for-peace/'],New York Times
06/06/2020,"Columbus, GA","['https://www.ledger-enquirer.com/news/local/article243139011.html', 'https://www.wtvm.com/2020/05/31/peaceful-protest-held-broadway-downtown-columbus/']",New York Times
06/06/2020,"Jasper, TX",['https://www.ktre.com/2020/06/06/jasper-peaceful-protest-honored-memory-george-floyd-james-bryd-jr/'],New York Times
06/06/2020,"Woodland, CA",['https://www.dailydemocrat.com/2020/06/01/generally-peaceful-protest-in-woodland-over-death-of-george-floyd/'],New York Times
06/06/2020,"Placentia, CA",['https://www.ocregister.com/2020/06/06/crowd-protesting-police-brutality-met-by-counter-protesters-near-huntington-beach-pier/'],New York Times
06/06/2020,"Hanford, CA",['https://www.fresnobee.com/news/local/article243340801.html'],New York Times
06/06/2020,"Shreveport, LA",['https://www.ksla.com/2020/05/31/peaceful-protest-shreveport/'],New York Times
06/06/2020,"Georgetown, SC",['https://www.live5news.com/2020/06/06/march-justice-taking-place-saturday-georgetown-county/'],New York Times
06/06/2020,"Rochester, NY",['https://www.democratandchronicle.com/story/news/2020/05/30/rochester-ny-vandalism-fires-curfew-protest/5294187002/'],New York Times
06/06/2020,"Thomson, GA",['https://www.wfxg.com/story/42218863/thomson-protesters-condemn-racial-inequality-our-lives-are-not-for-the-count-of-the-coroner'],New York Times
06/06/2020,"Sterling, VA",['https://loudounnow.com/2020/06/07/black-lives-matter-protests-draw-hundreds-in-leesburg-thousands-in-sterling/'],New York Times
06/06/2020,"Augusta, GA",['https://www.augustachronicle.com/news/20200530/augusta-demonstrators-promote-peace-over-violence-in-marches-for-racial-justice'],New York Times
06/06/2020,"Providence, RI",['https://www.wpri.com/top-stories/rally-to-be-held-in-providence-to-protest-george-floyds-death/'],New York Times
06/06/2020,"Fullerton, CA",['https://fullertonobserver.com/2020/05/31/george-floyd-demonstration-in-fullerton/'],New York Times
06/06/2020,"Ossining, NY",['http://westchester.news12.com/story/42218647/thousands-march-peacefully-in-ossining-over-death-of-george-floyd'],New York Times
06/06/2020,"Mesquite, TX",['https://www.fox4news.com/news/peaceful-protests-in-honor-of-george-floyd-continue-across-north-texas'],New York Times
06/06/2020,"Americus, GA",['https://www.wrbl.com/news/americus-community-gathers-for-peaceful-march/'],New York Times
06/06/2020,"Hollister, CA",['https://benitolink.com/black-lives-matter-protest-in-hollister-draws-1000-participants/'],New York Times
06/06/2020,"North Plainfield, NJ",['https://www.tapinto.net/sections/police-and-fire/articles/black-lives-matter-in-north-plainfield'],New York Times
06/06/2020,"Trotwood, OH",['https://www.daytondailynews.com/news/protesters-gather-trotwood-protest-death-george-floyd/A6ptIgASohZdKRWqVxuMXI/'],New York Times
06/06/2020,"Greenwood, MS",['https://www.gwcommonwealth.com/news/article_9b3917ba-a842-11ea-ac37-bba4c8f4972d.html'],New York Times
06/06/2020,"Westminster, CA",['https://www.ocregister.com/2020/06/06/crowd-protesting-police-brutality-met-by-counter-protesters-near-huntington-beach-pier/'],New York Times
06/06/2020,"Dillingham, AK",['https://www.kdlg.org/post/around-80-people-march-solidarity-black-lives-matter-dillingham#stream/0'],New York Times
06/06/2020,"Buena Park, CA",['https://www.ocregister.com/2020/06/06/crowd-protesting-police-brutality-met-by-counter-protesters-near-huntington-beach-pier/'],New York Times
06/06/2020,"Birmingham, AL",['https://www.al.com/news/birmingham/2020/05/peaceful-protests-for-george-floyd-spread-across-alabama.html'],New York Times
06/06/2020,"Jersey City, NJ",['https://www.northjersey.com/story/news/hudson/2020/06/01/jersey-city-nj-protest-today-george-floyd-death-live/5306735002/'],New York Times
06/06/2020,"Mounds, IL",['https://thesouthern.com/news/local/in-wake-of-floyd-death-rural-white-southern-illinois-towns-are-reckoning-with-racist-past/article_dce170eb-962b-534f-955c-e1e38e50ac94.html'],New York Times
06/06/2020,"Chula Vista, CA",['https://timesofsandiego.com/politics/2020/06/07/national-guard-leaving-as-large-peaceful-crowds-protest-around-the-county/'],New York Times
06/06/2020,"Jackson, MS",['https://www.clarionledger.com/story/news/2020/05/31/george-floyd-group-protestors-peacefully-protest-downtown-jackson-mississippi/5303999002/'],New York Times
06/06/2020,"Ontario, CA",['https://www.dailybulletin.com/2020/06/06/demonstrators-at-ontario-mills-protest-for-black-lives-matter/'],New York Times
06/06/2020,"Miramar, FL",['https://www.miamiherald.com/news/local/community/broward/article243336321.html'],New York Times
06/06/2020,"Calumet City, IL",['https://abc7chicago.com/gov-pritzker-jb-illinois-legislative-black-caucus-day-of-action/6234932/'],New York Times
06/06/2020,", ",['https://www.shropshirestar.com/news/politics/2020/06/06/black-lives-matter-protesters-march-in-shrewsbury/'],New York Times
06/06/2020,"Hawthorne, NJ",['https://www.tapinto.net/towns/hawthorne/sections/citizen-spotlight/articles/black-lives-matter-thunders-at-hawthorne-rally'],New York Times
06/06/2020,"Hayward, WI",['https://www.apg-wi.com/sawyer_county_record/free/black-lives-matter-protest-in-hayward/article_0abae06c-a994-11ea-a498-ab2f031d55d5.html'],New York Times
06/06/2020,"Ocean Shores, WA",['https://www.youtube.com/watch?v=ooPVw1Io5lI'],New York Times
06/06/2020,"Woodward, OK",['https://www.woodwardnews.net/oklahoma/news/protesters-gather-for-justice-unity-and-talk-about-being-at-crossroads-again/article_cee05eea-25b1-56ef-807e-486529fedaac.html'],New York Times
06/06/2020,"Dodge City, KS",['https://www.dodgeglobe.com/news/20200608/united-for-change-event-makes-voices-heard'],New York Times
06/06/2020,"Winchester, TN",['https://www.heraldchronicle.com/news/local/police-brutality-protest-march-has-peaceful-positive-ending/article_373c1876-a85a-11ea-ae10-33fd83b7ab1a.html'],New York Times
06/06/2020,"Abingdon, VA",['https://www.heraldcourier.com/gallery/abingdon-peace-vigil/collection_7551b620-a814-11ea-9ae0-9b79d1bdb6ac.html'],New York Times
06/06/2020,"Cambridge, OH",['https://www.daily-jeff.com/news/20200608/community-leaders-speak-out-with-encouraging-words-at-protest'],New York Times
06/06/2020,"Altamont, NY",['https://altamontenterprise.com/06062020/altamont-marches-support-black-lives-matter-kneels-george-floyd'],New York Times
06/06/2020,"Elizabeth, NJ",['https://www.mycentraljersey.com/story/news/local/union-county/2020/06/07/hundreds-rally-elizabeth-am-going-next-george-floyd/3169947001/'],New York Times
06/06/2020,"Lambertville, NJ",['https://www.newhopefreepress.com/2020/06/06/photos-lambertville-demonstrators-cross-bridge-to-new-hope-saturday-afternoon/'],New York Times
06/06/2020,"East Tawas, MI",['https://www.wnem.com/protest-in-east-tawas/video_ecf9785c-31de-5dda-9da2-e8936a0d234e.html'],New York Times
06/06/2020,"Lapeer, MI",['https://www.mlive.com/news/flint/2020/06/lapeer-community-holds-peaceful-assembly-against-police-brutality.html'],New York Times
06/06/2020,"Charlevoix, MI",['https://www.petoskeynews.com/charlevoix/featured-cvx/downtown-charlevoix-protest-draws-hundreds/article_b7f671e0-cc23-5735-8dbd-ed5b80b630ca.html'],New York Times
06/06/2020,"Angleton, TX",['https://thefacts.com/free_share/article_1a7f3afe-caf6-5b0b-891d-1b2d049cc5d9.html'],New York Times
06/06/2020,"Bristol, PA",['https://www.buckscountycouriertimes.com/photogallery/PA/20200606/PHOTOGALLERY/606009998/PH/1'],New York Times
06/06/2020,"Baker, NV",['https://desertsurvivor.blogspot.com/2020/06/peaceful-protest-in-baker-nevada.html'],New York Times
06/06/2020,"Longmont, CO",['https://www.timescall.com/2020/06/06/protests-continue-saturday-in-longmont-in-solidarity-with-national-racial-justice-rallies/'],New York Times
06/06/2020,"Exmore, VA",['https://www.dailypress.com/news/vp-nw-eastern-shore-protest-20200607-lh4cug3q5vcljnfzlhxp2lxjde-story.html'],New York Times
06/06/2020,"Malibu, CA",['https://www.radiomalibu.net/malibu-blm-paddle-out-was-biggest-political-demonstration-here-in-years/'],New York Times
06/06/2020,"Crystal Lake, IL",['https://www.nwherald.com/2020/06/06/video-second-day-of-protest-underway-in-downtown-crystal-lake/a7l7t3z/'],New York Times
06/07/2020,"Mifflinburg, PA",['https://www.dailyitem.com/news/mifflinburg-danville-protests-draw-hundreds/article_7cada1c8-14cc-5a72-9a7c-22b1002c35c0.html'],New York Times
06/07/2020,"Philipsburg, PA",['https://www.lehighvalleylive.com/phillipsburg/2020/06/phillipsburg-protests-racism-police-violence-as-demonstrations-shift-to-smaller-towns-photos.html'],New York Times
06/07/2020,"Grundy Center, IA",['https://www.thegrundyregister.com/content/black-lives-matter-grundy-center-protest-draws-sizable-crowd'],New York Times
06/07/2020,"Corbin, KY",['https://www.thetimestribune.com/news/local_news/protesters-march-around-downtown-corbin-saturday-night/article_fbe44744-d57d-5970-80b7-91a48f740f7b.html'],New York Times
06/07/2020,"Manchester, VT",['https://vtdigger.org/2020/06/08/man-reportedly-drove-truck-into-manchester-street-as-protesters-knelt/'],New York Times
06/07/2020,"Newport, VT",['https://vtdigger.org/2020/06/05/live-updates-racial-justice-protests-in-vermont/'],New York Times
06/07/2020,"Mountain Home, AR",['https://www.baxterbulletin.com/story/news/local/2020/06/07/protests-mostly-peaceful-arrive-mh/3171308001/'],New York Times
06/07/2020,"Martinsville, IN",['https://bloomingtonian.com/2020/06/08/blm-protests-sunday-in-martinsville-and-bedford/'],New York Times
06/07/2020,"Frankton, IN",['https://www.heraldbulletin.com/news/frankton-march-draws-more-than-100/article_3df30d42-a9a3-11ea-85ae-37d3e55c0650.html'],New York Times
06/07/2020,"Whitman, MA",['https://www.patriotledger.com/photogallery/WL/20200608/NEWS/608009982/PH/1/'],New York Times
06/07/2020,"Richlands, VA",['https://www.swvatoday.com/townnews/christianity/article_6f5806f8-a921-11ea-af6d-4be2444db05d.html'],New York Times
06/07/2020,"Davison, MI",['https://www.mlive.com/news/flint/2020/06/protesters-in-davison-urged-to-be-advocates-for-change.html'],New York Times
06/07/2020,"Augusta, ME",['https://www.wabi.tv/content/news/Black-Lives-Matter-protest-draws-thousands-in-Augusta-571087391.html'],New York Times
06/07/2020,"Bedford, IN",['https://bloomingtonian.com/2020/06/08/blm-protests-sunday-in-martinsville-and-bedford/'],New York Times
06/07/2020,"Narragansett, RI",['https://upriseri.com/2020-06-07-blm-narragansett/'],New York Times
06/07/2020,"Hamilton, MT",['https://nbcmontana.com/news/local/supporters-of-black-lives-matter-movement-protest-in-hamilton'],New York Times
06/07/2020,"Perkasie, PA",['https://whyy.org/articles/no-citywide-curfew-traffic-restrictions-in-philly-sunday-amid-ongoing-protests/'],New York Times
06/07/2020,"Marietta, OH",['https://www.mariettatimes.com/news/2020/06/black-lives-matter-movement-comes-to-marietta/'],New York Times
06/07/2020,"Perryville, MO",['https://www.semissourian.com/story/2815284.html'],New York Times
06/07/2020,"Medina, OH",['https://www.cleveland.com/community/2020/06/medina-extends-peaceful-black-lives-matter-protests-into-weekend.html'],New York Times
06/07/2020,"Morrisville, VT",['https://vtdigger.org/2020/06/05/live-updates-racial-justice-protests-in-vermont/?fbclid=IwAR15V2PXudIDViTeUGZiDKaTYU-mr6l7jWJDRproO_4TRVWO2PxmF7m5AMw'],New York Times
06/07/2020,"North Kingstown, RI",['https://upriseri.com/2020-06-08-north-kingstown-blm/'],New York Times
06/07/2020,"Altoona, PA",['https://www.wearecentralpa.com/news/local-law-enforcement-reacts-to-protests-and-marches/'],New York Times
06/07/2020,"Machias, ME",['https://www.machiasnews.com/black-lives-matter-march-draws-crowds-machias-critics-facebook'],New York Times
06/07/2020,"Barrington, RI",['https://upriseri.com/2020-06-08-barrington-blm/'],New York Times
06/07/2020,"Maynard, MA",['https://bolton.wickedlocal.com/photogallery/WL/20200611/NEWS/607009977/PH/1'],New York Times
06/07/2020,"Rugby, ND",['https://www.kxnet.com/news/local-news/teenagers-in-rugby-organize-black-lives-matter-march/'],New York Times
06/07/2020,"Valley City, ND",['https://www.times-online.com/news/black-lives-protest-held-in-valley-city/article_9fc7ceda-a8eb-11ea-9377-cb0df64da870.html'],New York Times
06/07/2020,"Grove City, OH",['https://www.columbusmessenger.com/protesters-make-their-way-through-grove-city.html'],New York Times
