date,city_st,urls,collection
06/01/2020,"Kennett Square, PA",['https://www.dailylocal.com/lifestyle/people-in-kennett-square-spark-hope-create-change-during-peaceful-protest-against-injustice/article_fad08d12-a42c-11ea-9fee-379d2e467a2c.html'],New York Times
06/01/2020,"Astoria, NY",['https://patch.com/new-york/astoria-long-island-city/protesters-fill-astoria-park-george-floyd-vigil'],New York Times
06/01/2020,"Yakima, WA",['https://www.yakimaherald.com/news/local/dont-shoot-justice-now-yakima-marchers-protest-the-death-of-george-floyd/article_1622796e-730a-5399-a74f-8346cd2ac364.html'],New York Times
06/01/2020,"Santa Clarita, CA",['https://www.nbclosangeles.com/news/local/hundreds-protest-in-santa-clarita-over-george-floyds-death/2371105/'],New York Times
06/01/2020,"Nyack, NY",['https://www.lohud.com/story/news/local/rockland/2020/06/01/nyack-justice-equality-george-floyd-protest/5310563002/'],New York Times
06/01/2020,"Hammond, LA",['https://www.wdsu.com/article/hammond-police-officers-give-out-water-at-peaceful-protest/32732143#'],New York Times
06/01/2020,"Manhattan, NY",['https://www.nytimes.com/2020/06/03/nyregion/protests-nyc.html'],New York Times
06/01/2020,"Farmington, NM",['https://durangoherald.com/articles/326787'],New York Times
06/01/2020,"Winston-Salem, NC","['https://www.journalnow.com/news/local/series-of-peaceful-black-lives-matter-protesters-take-to-winston-salem-from-morning-to-night/article_c5107d8e-961c-5e5e-ade4-cfc57fc2746a.html', 'https://www.journalnow.com/news/local/hundreds-of-protesters-march-through-downtown-winston-salem/article_6a0cfb7e-0ced-5773-9c20-dc2d1094f95e.html']",New York Times
06/01/2020,"Little Rock, AR",['https://www.arkansasonline.com/news/2020/may/31/in-lr-rally-near-capitol-turns-violent-/'],New York Times
06/01/2020,"New Rochelle, NY",['https://dailyvoice.com/new-york/pelham/news/protest-in-new-rochelle-draws-nearly-2000-including-mariano-rivera/788884/'],New York Times
06/01/2020,"El Dorado, AR",['https://www.eldoradonews.com/news/2020/jun/02/el-dorado-residents-say-black-lives-matter/'],New York Times
06/01/2020,"Renton, WA",['https://www.rentonreporter.com/news/renton-youth-rally-at-protest-in-front-of-city-hall/'],New York Times
06/01/2020,"Vineland, NJ",['https://www.thedailyjournal.com/story/news/2020/06/02/protesters-vineland-call-justice-after-death-george-floyd/5312631002/'],New York Times
06/01/2020,"Castro Valley, CA",['https://sanfrancisco.cbslocal.com/video/4573606-demonstrators-hold-peaceful-but-loud-protest-in-castro-valley/'],New York Times
06/01/2020,"Big Spring, TX",['https://kbst.com/kbest-station-updates/511319?fbclid=IwAR0eTpSvrj3O8cy9ujlEqhNEA4BdLKY64TO_M5HQQ7qwM3l0yCGC2WXzwiw'],New York Times
06/01/2020,"Manassas, VA",['https://www.washingtonpost.com/local/manassas-braces-for-another-night-of-protest-as-demonstrations-spread-across-dc-region/2020/05/31/2e0e0fc0-a387-11ea-b473-04905b1af82b_story.html'],New York Times
06/01/2020,"Elgin, IL",['https://www.chicagotribune.com/suburbs/elgin-courier-news/ct-ecn-elgin-protest-police-station-george-floyd-st-0603-20200602-mxop6saxmfeajo2li6nw56mxja-story.html'],New York Times
06/01/2020,"Spring Hope, NC","['https://www.springhopeenterprise.com/stories/peaceful-protest-in-spring-hope-makes-us-proud,209749']",New York Times
06/01/2020,"Richmond, VA",['https://www.nbc12.com/2020/06/03/hundreds-gather-along-monument-avenue-sixth-day-protests/'],New York Times
06/01/2020,"Dalton, GA",['https://www.dailycitizen.news/news/local_news/its-time-to-start-protesters-in-dalton-seek-true-equality/article_fc237bc3-b50b-5ca7-af3b-31587531ccdb.html'],New York Times
06/01/2020,"Lancaster, PA",['https://www.wgal.com/article/police-say-protesters-and-child-hit-with-pepper-spray-in-lancaster/32721123'],New York Times
06/01/2020,"Elizabeth City, NC",['https://www.dailyadvance.com/news/local/peaceful-protesters-make-history-organizer-says/article_0ea9e2b2-6d70-5da4-8ad6-b89d7a10e36f.html'],New York Times
06/01/2020,"Arlington, TX",['https://www.star-telegram.com/news/local/arlington/article243212596.html'],New York Times
06/01/2020,"Macon, GA",['https://www.macon.com/news/local/article243141786.html'],New York Times
06/01/2020,"North Charleston, SC",['https://www.postandcourier.com/news/north-charleston-police-report-7-people-arrested-during-monday-evening-protest/article_aafa21a4-a4c2-11ea-a0ea-c7d7be6bda04.html'],New York Times
06/01/2020,"York, PA",['https://www.yorkdispatch.com/videos/news/2020/05/30/video-york-city-protests-death-george-floyd-supports-black-lives-matter-movement/5289243002/'],New York Times
06/01/2020,"Roswell, NM",['https://www.kob.com/new-mexico-news/protesters-gather-in-southeast-new-mexico-to-honor-to-george-floyd/5748169/'],New York Times
06/01/2020,"Victoria, TX",['https://www.victoriaadvocate.com/news/local/protesters-peacefully-demand-justice-for-george-floyd-in-downtown-victoria/article_eee5e914-a438-11ea-b345-bfb1b4ac8950.html'],New York Times
06/01/2020,"Lemoore, CA",['https://hanfordsentinel.com/news/lemoore-holds-peaceful-blm-protest/article_9a84090b-102a-5b42-bc10-c13edb997fe4.html'],New York Times
06/01/2020,"Franklin, VA",['https://www.wavy.com/news/regional-news/live-updates-protests-demonstrations-throughout-hampton-roads/'],New York Times
06/01/2020,"Georgetown, SC",['https://www.live5news.com/2020/06/06/march-justice-taking-place-saturday-georgetown-county/'],New York Times
06/01/2020,"Baton Rouge, LA",['https://www.theadvocate.com/baton_rouge/multimedia/photos/collection_fc447130-a374-11ea-ba75-13e315745881.html#1'],New York Times
06/01/2020,"Washington, DC",['https://www.washingtonpost.com/local/new-fencing-encircles-white-house-continued-federal-forces-on-day-5-of-dc-protests/2020/06/02/d323e112-a4e8-11ea-b473-04905b1af82b_story.html'],New York Times
06/01/2020,"Corona, CA",['https://www.pe.com/2020/06/01/hundreds-gather-in-corona-to-hear-speeches-march-in-protest-of-george-floyd-death/'],New York Times
06/01/2020,"El Campo, TX",['http://www.leader-news.com/news/article_a6375f9a-a4e7-11ea-b64c-ef54fffcb8a4.html'],New York Times
06/01/2020,"Escondido, CA",['https://www.10news.com/news/local-news/north-county-news/escondido-officers-seen-taking-a-knee-with-anti-police-violence-protesters'],New York Times
06/01/2020,"Goldsboro, NC",['https://www.goldsborodailynews.com/2020/06/01/protesters-march-in-downtown-goldsboro-photo-gallery/'],New York Times
06/01/2020,"Monrovia, CA",['https://www.monroviaweekly.com/news/monrovia-youth-peacefully-protest-at-library-park-and-march-on-myrtle-ave/'],New York Times
06/01/2020,"Gaithersburg, MD",['https://www.wusa9.com/article/news/local/dc/george-floyd-protests-gaithersburg-highway-marching/65-5020d60d-0937-40e7-96f7-0afa7122699b'],New York Times
06/01/2020,"Moultrie, GA",['https://www.walb.com/2020/06/05/black-lives-matter-demonstrations-continue-moultrie/'],New York Times
06/01/2020,"Lawrenceville, GA",['https://www.gwinnettdailypost.com/local/peaceful-protest-in-downtown-lawrenceville-monday-night-following-death-of-george-floyd-ends-in-prayer/article_69715722-a42f-11ea-a903-5328ab9d0b1c.html'],New York Times
06/01/2020,"Middletown, NY",['https://www.lohud.com/story/news/politics/2020/06/02/protestors-and-middletown-police-join-forces-to-support-black-lives-matter-movement/3123096001/'],New York Times
06/01/2020,"Montgomery, AL",['https://www.wsfa.com/2020/05/30/large-crowd-rallies-alabama-capitol-protests-death-george-floyd/'],New York Times
06/01/2020,"Fairfield, CA",['https://www.thereporter.com/2020/06/02/peaceful-march-held-in-downtown-fairfield/'],New York Times
06/01/2020,"Chester, SC",['https://www.wbtv.com/2020/06/01/hundreds-chester-sc-including-cops-rally-against-police-violence-vow-change/'],New York Times
06/01/2020,"Asbury Park, NJ",['https://www.nj.com/news/2020/06/after-hours-of-peace-asbury-park-protest-sees-arrests-officers-injured.html'],New York Times
06/01/2020,"Kinston, NC",['https://www.kinston.com/news/20200601/kinston-protest-ends-in-peace-prayer-and-song'],New York Times
06/01/2020,"Douglasville, GA",['https://douglascountysentinel.com/news/11242/douglasville-stages-peaceful-protest/'],New York Times
06/01/2020,"Anaheim, CA",['https://www.ocregister.com/2020/06/03/anaheim-protest-gets-off-to-a-quiet-start/'],New York Times
06/01/2020,"Jersey City, NJ",['https://www.northjersey.com/story/news/hudson/2020/06/01/jersey-city-nj-protest-today-george-floyd-death-live/5306735002/'],New York Times
06/01/2020,"Fremont, CA",['https://www.timesheraldonline.com/2020/06/02/bay-areas-george-floyd-protests-keep-spreading-thousands-march-in-fremont-san-franciscos-great-highway/'],New York Times
06/01/2020,"Orangeburg, SC",['https://thetandd.com/news/local/orangeburg-protests-focus-on-injustice-participants-want-a-better-life-for-their-children/article_7dd0d8ad-a19c-5c51-a66c-b4dde0cef398.html'],New York Times
06/01/2020,"Waukegan, IL",['https://www.dailyherald.com/news/20200602/lake-county-police-to-continue-heavy-presence-to-deter-looting'],New York Times
06/01/2020,"Kissimmee, FL",['https://www.wftv.com/news/local/osceola-county/george-floyd-protests-demonstrators-police-officers-march-together-kissimmee-against-police-brutality/MMBVLBOZGFEBLFH6RIFJLNP6FI/'],New York Times
06/01/2020,"Cerritos, CA",['http://lmlamplighter.com/hundreds-attend-floyd-protests-in-cerritos/'],New York Times
06/01/2020,"Fontana, CA",['https://www.nbclosangeles.com/news/local/9-arrested-in-fontana-protest-over-george-floyd-death/2370394/'],New York Times
06/01/2020,"Salinas, CA",['https://kion546.com/news/national-world/2020/05/31/protesters-rally-on-south-main-in-salinas/'],New York Times
06/01/2020,"West Covina, CA",['https://www.whittierdailynews.com/2020/06/01/entrances-to-west-covina-shopping-center-closed-due-to-protest/'],New York Times
06/01/2020,"Walnut, CA",['https://www.sgvtribune.com/2020/06/01/crowd-gathers-for-peaceful-protest-in-walnut/'],New York Times
06/01/2020,"East Palo Alto, CA",['https://padailypost.com/2020/06/02/nighttime-protest-blocked-near-police-station-demonstrators-also-go-to-zuckerbergs-house/'],New York Times
06/01/2020,"El Monte, CA",['https://heavy.com/news/2020/06/el-monte-protests-all-lives-matter/'],New York Times
06/01/2020,"Calexico, CA",['https://calexicochronicle.com/2020/06/imperial-valley-news/blm-peaceful-protest-takes-place-at-courthouse/'],New York Times
06/01/2020,"Shamokin, PA",['https://www.wkok.com/valley-protests-continue-this-time-in-shamokin/'],New York Times
06/01/2020,"Mt. Vernon, NY",['https://mountvernonnews.com/local-news/2020/06/02/monday-protest-draws-large-crowd/'],New York Times
06/01/2020,"Orono, ME",['https://www.wabi.tv/content/news/Rally-held-in-Orono--570910231.html'],New York Times
06/01/2020,"Covington, LA",['https://www.nola.com/news/communities/st_tammany/article_d7cf3b3a-a506-11ea-972c-1ffc03fc5f1c.html'],New York Times
06/01/2020,"Deming, NM",['https://www.demingheadlight.com/story/news/2020/06/01/deming-citizens-conduct-peaceful-protest-memory-george-floyd/5310990002/'],New York Times
06/01/2020,"Gilroy, CA",['https://gilroydispatch.com/protestors-rally-downtown-gilroy/'],New York Times
06/01/2020,"Montrose, CA",['https://www.montrosepress.com/news/residents-gather-in-montrose-for-second-day-of-protests-of-floyd-killing-racial-injustice/article_a59ac394-a5b2-11ea-a400-938d2a91d6bd.html'],New York Times
06/01/2020,"La Salle, IL",['https://www.newstrib.com/2020/06/01/video-scenes-from-la-salles-black-lives-matter-protest/a6h0vah/'],New York Times
06/02/2020,"Whitefish, MT",['https://www.dailyinterlake.com/news/2020/jun/04/black-lives-matter-protests-ramp-up-in-6/'],New York Times
06/02/2020,"Chagrin Falls, OH",['https://fox8.com/news/chagrin-falls-businesses-board-up-windows-but-protest-stays-peaceful/'],New York Times
06/02/2020,"Bethel, VT",['https://www.vnews.com/Upper-Valley-activists-discuss-protests-and-vigils-34595570'],New York Times
06/02/2020,"Union, MO",['https://www.emissourian.com/local_news/county/protesters-gather-in-union/article_c85aa0ec-a4ff-11ea-a421-1fd0b347eb8a.html'],New York Times
06/02/2020,"Ironwood, MI",['https://www.yourdailyglobe.com/story/2020/06/04/news/george-floyd-protests-held-in-ironwood/13978.html'],New York Times
06/02/2020,"Crested Butte, CO",['http://crestedbuttenews.com/2020/06/george-floyd-matters/'],New York Times
06/02/2020,"Ellsworth, ME",['https://www.wabi.tv/content/news/Hundreds-protest-in-Ellsworth-in-response-to-death-of-George-Floyd-570974781.html'],New York Times
06/02/2020,"Brookfield, MO",['https://www.chillicothenews.com/news/20200602/peaceful-protest-in-brookfield-focuses-on-national-issues'],New York Times
06/02/2020,"Gloucester, MA",['https://www.gloucestertimes.com/multimedia/black-lives-matter-march-to-gloucester-city-hall-june-2-2020/video_3d56759b-f297-578b-8b9b-7cf88f474a37.html'],New York Times
06/02/2020,"Saranac Lake, NY",['https://www.northcountrypublicradio.org/news/story/41569/20200603/hundreds-rally-in-saranac-lake-demanding-justice-for-george-floyd'],New York Times
06/02/2020,"West Plains, MO",['https://www.westplainsdailyquill.net/free/article_fdd91e2e-a595-11ea-b15d-ff482a9ae21e.html'],New York Times
06/02/2020,"Coquille, OR",['https://theworldlink.com/news/local/hundreds-turn-out-to-stop-rumored-riot/article_b58d6386-a59b-11ea-90f0-7f3504c58c5d.html'],New York Times
06/02/2020,"Swampscott, MA",['https://www.salemnews.com/community/slideshow-black-lives-matter-protests-take-place-in-marblehead-and-swampscott/collection_2123c0ee-a534-11ea-b9cb-db19bdcab7d8.html#7'],New York Times
06/02/2020,"Marshall, MI",['https://wtvbam.com/news/articles/2020/jun/03/protesters-joined-by-police-in-peaceful-marshall-march/1025146/'],New York Times
06/02/2020,"Traverse City, MI",['https://upnorthlive.com/news/local/protesters-gather-in-traverse-city-to-speak-out-against-police-brutality'],New York Times
06/02/2020,"Amesbury, MA",['https://www.newburyportnews.com/news/local_news/hundreds-protest-peacefully-in-amesbury/article_1ff09fea-7b34-5f3d-8706-122a8eb6344c.html'],New York Times
06/02/2020,"Mystic, CT",['https://www.theday.com/local-news/20200602/hundreds-protest-in-norwich-mystic-on-tuesday'],New York Times
06/02/2020,"Marblehead, MA",['https://www.salemnews.com/community/slideshow-black-lives-matter-protests-take-place-in-marblehead-and-swampscott/collection_2123c0ee-a534-11ea-b9cb-db19bdcab7d8.html#7'],New York Times
06/02/2020,"Van Wert, OH",['https://www.wfft.com/content/news/Protestors-march-in-Van-Wert-to-address--570975791.html'],New York Times
06/02/2020,"Sandpoint, ID",['https://sandpointreader.com/area-youths-protest-george-floyd-killing/'],New York Times
06/02/2020,"Highland, IL",['https://www.bnd.com/news/local/article243222881.html'],New York Times
06/02/2020,"Prairie du Sac, WI",['https://wkow.com/2020/06/02/black-lives-matter-protesters-gather-in-prairie-du-sac/'],New York Times
06/02/2020,"Petoskey, MI",['https://www.petoskeynews.com/featured-pnr/petoskey-protests-express-opposition-to-police-violence-racial-injustice/article_665abc1c-dd6c-59d5-aea7-50beea183176.html'],New York Times
06/02/2020,"Harlan, KY",['https://www.wymt.com/content/news/People-gathered-in-Harlan-in-support-of-Black-Lives-Matter-570961341.html'],New York Times
06/02/2020,"Waynesboro, PA",['https://www.heraldmailmedia.com/news/tri_state/pennsylvania/group-gathers-for-protest-in-waynesboro/article_e660e766-cfc3-5507-970b-38711e96e539.html'],New York Times
06/02/2020,"Sykesville, MD",['https://www.baltimoresun.com/maryland/carroll/news/cc-blm-black-lives-matter-protests-carroll-county-20200603-ol73b6kzyfhcxcpuzwoft5gsbi-story.html'],New York Times
06/02/2020,"Boyertown, PA",['https://www.readingeagle.com/news/local/peaceful-support-of-black-lives-matter-and-area-law-enforcement-theme-of-boyertown-rally/article_b53a8fce-a52a-11ea-b996-a3888da932f5.html'],New York Times
06/02/2020,"Naples, FL",['https://www.naplesnews.com/story/news/2020/06/02/naples-march-against-police-brutality-draws-hundreds-fifth-avenue-south/5315295002/'],New York Times
06/02/2020,"Brattleboro, VT","['https://www.reformer.com/stories/police-brutality-condemned-in-large-downtown-protest,605909']",New York Times
06/02/2020,"Sidney, NE",['https://rivercountry.newschannelnebraska.com/story/42203598/black-lives-matter-protest-held-in-sidney'],New York Times
06/02/2020,"Birmingham, MI",['https://www.hometownlife.com/story/news/local/birmingham/2020/06/02/birmingham-protesters-march-against-racism-police-brutality/3128738001/'],New York Times
06/02/2020,"Marquette, MI",['https://www.miningjournal.net/news/front-page-news/2020/05/protest-in-downtown-marquette/'],New York Times
06/02/2020,"Bloomsburg, PA",['https://www.wnep.com/article/news/local/columbia-county/bloomsburg-protest/523-d3ee5272-8cc8-411a-950d-5502d71d59d0'],New York Times
06/02/2020,"Vincennes, IN",['https://www.wthitv.com/content/news/Over-100-peaceful-protesters-gather-in-Vincennes-citys-mayor-and-police-chief-show-their-support-570965441.html'],New York Times
06/02/2020,"Burlington, WI",['https://journaltimes.com/news/local/burlington-kneels-for-nine-in-honor-of-george-floyd/article_ed3fa8fb-0bb7-5aa4-a888-1e9e55d1152e.html'],New York Times
06/02/2020,"Farmington, MO",['https://edition.cnn.com/2020/06/06/us/small-town-blm-protests-trnd/index.html'],New York Times
06/02/2020,"Coeur d'Alene, ID","['https://www.kxly.com/black-lives-matter-protesters-demonstrating-in-coeur-dalene-additional-group-there-to-protect-idaho/pic/1090678/,', 'https://www.khq.com/news/blm-protesters-and-armed-idahoans-working-together-to-make-sure-protest-does-not-get-hijacked/article_46a4462a-a478-11ea-ac8a-bf2710042a77.html,', 'https://www.spokesman.com/stories/2020/jun/02/demonstrators-and-armed-citizens-co-exist-peaceful/']",New York Times
06/02/2020,"Simsbury, CT",['https://www.wfsb.com/news/protests-ride-for-unity-continue-across-state-as-demonstrators-call-for-change/article_32531910-a506-11ea-b4d4-27da6dad73da.html'],New York Times
06/02/2020,"Ketchum, ID",['https://www.mtexpress.com/gallery/locals-march-against-injustice/collection_2a9302a4-a5f0-11ea-80a9-333214af650d.html'],New York Times
06/02/2020,"Clinton, IA",['https://www.clintonherald.com/news/local_news/protest-plays-out-peacefully/article_71a8b5f8-a50f-11ea-9a03-37fb9b637df1.html'],New York Times
06/02/2020,"Dearborn, MI",['https://www.pressandguide.com/multimedia/photos-from-tuesdays-protest-in-dearborn/collection_013676d2-a647-11ea-8696-731b42453ad5.html'],New York Times
06/02/2020,"Kirksville, MO",['https://tmn.truman.edu/blog/news/city/peaceful-protest-hosted-in-kirksville/'],New York Times
06/02/2020,"Wytheville, VA",['https://www.swvatoday.com/news/article_7f6a7c3c-a503-11ea-a514-2b32cadf6ff3.html'],New York Times
06/02/2020,"Brookings, OR",['https://www.currypilot.com/news/peaceful-demonstration-in-support-of-george-floyd-in-brookings-tuesday/article_a0a651e2-a525-11ea-a993-dff5953fe2b6.html'],New York Times
06/02/2020,"Tomah, WI",['https://lacrossetribune.com/community/tomahjournal/news/tomah-marchers-demand-change-after-death-of-george-floyd/article_5d5c5485-93aa-540a-acc4-10720e3ea08e.html'],New York Times
06/02/2020,"Park Ridge, IL",['https://www.chicagotribune.com/suburbs/park-ridge/ct-prh-vigil-racial-justice-tl-0611-20200604-xqsz7n3srvaibnctjggg2eup6y-story.html'],New York Times
06/02/2020,"St. Albans, VT",['https://www.wcax.com/content/news/Protesters-counterprotesters-get-into-shouting-match-in-St-Albans-570964141.html'],New York Times
06/02/2020,"Rexburg, ID",['https://byuiscroll.org/black-lives-matter-protests-reach-rexburg/'],New York Times
06/02/2020,"Batavia, NY",['https://www.thedailynewsonline.com/news/local/teens-gather-for-batavia-protest-as-city-officials-say-they-stand-in-solidarity-over-floyd/article_c1b1e438-9e61-5411-b5fd-97ed295c5113.html'],New York Times
06/02/2020,"La Grande, OR",['https://www.lagrandeobserver.com/news/local/hundreds-protest-in-la-grande/article_9827fa2c-a5d7-11ea-9123-7ba0d0943cb8.html'],New York Times
06/02/2020,"Canal Winchester, OH",['https://www.columbusmessenger.com/protests-come-to-canal-winchester.html'],New York Times
06/02/2020,"Prescott, AZ",['https://www.dcourier.com/news/2020/may/31/george-floyd-protest-comes-prescott-valley-gov-duc/'],New York Times
06/02/2020,"Marion, IL",['https://www.wpsdlocal6.com/news/marion-il-residents-speak-out-against-racism-in-protest/article_f74ffc36-a47c-11ea-9d5d-bbcd47e87ab4.html'],New York Times
06/02/2020,"Dickinson, ND",['https://www.kfyrtv.com/content/news/Dickinson-protest-stays-peaceful-with-help-of-biker-gang-570985441.html'],New York Times
06/02/2020,"Wallingford, CT",['https://www.myrecordjournal.com/News/Wallingford/Wallingford-News/Hundreds-gather-in-Wallingford-for-solidarity%C2%A0protest-against-police-brutality.html'],New York Times
06/02/2020,"Wisconsin Rapids, WI",['https://www.wisconsinrapidstribune.com/story/news/2020/06/02/wisconsin-rapids-george-floyd-protest-set-wood-county-courthouse/5316908002/'],New York Times
06/02/2020,"Ocean City, NJ",['https://www.pressofatlanticcity.com/news/local/somers-point-ocean-city-protest-march-peaceful-moving/article_c6fbff57-6c3e-5195-ad8b-c4bef913c240.html'],New York Times
06/02/2020,"Fairfield, CT",['https://www.nbcconnecticut.com/news/local/protesters-block-traffic-in-fairfield/2281202/'],New York Times
06/02/2020,"Murray, KY",['https://www.murrayledger.com/news/local/community-members-hold-protest-march-vigil/article_a39bc10e-a456-11ea-a5a0-779e6c5cc842.html'],New York Times
06/02/2020,"Cookeville, TN","['https://herald-citizen.com/stories/one-arrest-after-protesters-counter-protesters-gather-at-courthouse,42471']",New York Times
06/02/2020,"Spring Hill, TN",['https://www.columbiadailyherald.com/news/20200602/black-lives-matter-protest-brings-message-of-peace-and-change-to-spring-hill'],New York Times
06/02/2020,"Quakertown, PA",['https://sauconsource.com/2020/06/02/quakertown-black-lives-matter-protest-canceled-due-intimidation/'],New York Times
06/02/2020,"Harrodsburg, KY",['https://www.harrodsburgherald.com/2020/06/03/mercer-residents-join-nationwide-protests/'],New York Times
06/02/2020,"Rhinebeck, NY",['https://www.news10.com/news/young-people-protest-peacefully-in-rhinebeck/'],New York Times
06/02/2020,"Canton, IL",['https://www.centralillinoisproud.com/news/local-news/peaceful-protest-in-canton-left-many-hungry-to-make-a-change/'],New York Times
06/02/2020,"Wilton, CT",['https://www.newstimes.com/news/article/Teens-sit-on-Route-7-in-Wilton-in-George-Floyd-15312369.php'],New York Times
06/02/2020,"Grants Pass, OR",['https://ktvl.com/news/local/hundreds-protest-killing-of-george-floyd-in-grants-pass'],New York Times
06/02/2020,"Burlington, IA",['https://www.thehawkeye.com/news/20200602/peaceful-protest-unites-burlington-against-racism'],New York Times
06/02/2020,"Brevard, NC",['https://www.transylvaniatimes.com/story/2020/06/04/news/peaceful-protest-held-at-courthouse-brevard-nc/45160.html'],New York Times
06/02/2020,"Castle Rock, CO","['https://castlerocknewspress.net/stories/protests-in-castle-rock-aim-to-spark-conversation-about-race-inequality,302544']",New York Times
06/02/2020,"Gunnison, CO",['https://www.cpr.org/2020/06/03/hundreds-gather-in-rural-gunnison-to-protest-police-brutality/'],New York Times
06/02/2020,"Warwick, NY",['https://www.recordonline.com/photogallery/TH/20200604/PHOTOGALLERY/604009994/PH/1'],New York Times
06/02/2020,"Lakewood, OH",['https://www.cleveland.com/community/2020/06/lakewood-mayor-george-said-the-city-shined-bright-during-tuesday-night-visit-by-protesters.html'],New York Times
06/02/2020,"Glasgow, KY",['https://www.wbko.com/content/news/Black-Lives-Matter-prayer-vigil-takes-place-in-Glasgow-570973411.html'],New York Times
06/02/2020,"Mount Shasta, CA",['https://www.siskiyoudaily.com/news/20200603/justice-for-george-floyd-protest-in-mount-shasta-remains-peaceful'],New York Times
06/02/2020,"Keyser, WV",['https://www.newstribune.info/news/20200602/protesters-march-in-keyser'],New York Times
06/02/2020,"Boise, ID",['https://www.ktvb.com/article/news/local/hundreds-peacefully-protest-george-floyds-death-and-racial-turmoil-in-downtown-boise/277-22033b0b-2520-4612-9af0-586dde85352a'],New York Times
06/02/2020,"Elmhurst, IL",['https://patch.com/illinois/elmhurst/no-problems-elmhurst-protest'],New York Times
06/02/2020,"Rock Springs, WY",['https://www.sweetwaternow.com/peaceful-protest-for-george-floyd-and-police-start-in-rock-springs/'],New York Times
06/02/2020,"Homer, AK",['https://www.homernews.com/news/locals-organize-multiple-demonstrations-on-racial-injustice/'],New York Times
06/02/2020,"Red Bank, SC",['https://www.wistv.com/2020/06/02/small-demonstration-red-bank-draws-police-presence-no-reports-violence/'],New York Times
06/02/2020,"Beaufort, NC",['https://www.carolinacoastonline.com/news_times/article_15a4e094-a535-11ea-b42d-6f1553bc06a0.html'],New York Times
06/02/2020,"Henderson, KY",['https://www.tristatehomepage.com/news/local-news/protestors-gather-in-henderson/'],New York Times
06/02/2020,"Albany, OR",['https://democratherald.com/news/local/albany-racial-injustice-protest-draws-1-000/article_d2abff40-8875-5dbe-8ed2-0d8bbce6f44d.html'],New York Times
06/02/2020,"Toms River, NJ",['https://www.app.com/story/news/local/toms-river-area/toms-river/2020/06/02/police-march-protestors-george-floyd-rally-toms-river/3124146001/'],New York Times
06/02/2020,"Tinley Park, IL",['https://patch.com/illinois/tinleypark/protest-oak-park-avenue-tinley-park-draws-hundreds'],New York Times
06/02/2020,"Chadron, NE",['https://rivercountry.newschannelnebraska.com/story/42212725/peaceful-floyd-protest-march-and-rally-draws-around-125-people-in-chadron'],New York Times
06/02/2020,"Athens, OH","['https://www.athensmessenger.com/multimedia/black-lives-matter-protest-in-downtown-athens/collection_e39b3b1e-e403-5daa-add3-2a90c0516bd9.html', 'https://www.thepostathens.com/article/2020/06/police-brutality-peaceful-protest-george-floyd']",New York Times
06/02/2020,"Laramie, WY",['https://www.laramieboomerang.com/laramie/protests-reach-laramie/article_d13e927d-fe0c-541c-b391-8d1be46a4e03.html'],New York Times
06/02/2020,"Cranford, NJ",['https://www.nj.com/news/2020/06/nj-has-had-dozens-of-george-floyd-protests-so-far-heres-whats-happened-at-them.html'],New York Times
06/02/2020,"Terre Haute, IN",['https://www.wthitv.com/content/news/Protesters-speak-out-after-being-arrested-during-Monday-night-protest-570963001.html'],New York Times
06/02/2020,"St. Augustine, FL",['https://www.staugustine.com/news/20200530/george-floydrsquos-death-sparks-protests-in-st-augustine'],New York Times
06/02/2020,"Xenia, OH",['https://www.whio.com/news/george-floyd-protests-continue-throughout-miami-valley-saturday/RI263BVVP5CARKUUH3YSJ42FII/'],New York Times
06/02/2020,"Wellington, CO",['https://www.coloradoan.com/story/news/2020/06/04/colorado-march-george-floyd-death-wellington-community-law-enforcement-unites/3135027001/'],New York Times
06/02/2020,"Longview, WA",['https://tdn.com/news/local/no-problems-at-longview-city-hall-protest/article_1ec45bff-1582-5b6c-a220-8deea90dfe4a.html'],New York Times
06/02/2020,"Fort Collins, CO",['https://www.coloradoan.com/story/news/2020/05/28/george-floyd-death-fort-collins-police-nationwide-protests-violence-brutality/5280671002/'],New York Times
06/02/2020,"Albert Lea, MN",['https://www.kimt.com/content/news/protestforpoliceaccountability-570975511.html'],New York Times
06/02/2020,"Jefferson, GA",['https://www.mainstreetnews.com/mayor-in-protest-march/image_044c55d1-70fb-5d56-9373-4e6bc0885e17.html'],New York Times
06/02/2020,"Caldwell, NJ",['https://patch.com/new-jersey/caldwells/george-floyd-protest-march-planned-caldwell-west-caldwell'],New York Times
06/02/2020,"Encinitas, CA",['https://www.thecoastnews.com/protesters-gather-at-memorial-for-george-floyd-in-encinitas/'],New York Times
06/02/2020,"Danville, KY",['https://www.wtvq.com/2020/06/03/peaceful-protest-downtown-danville-tuesday//'],New York Times
06/02/2020,"Elkin, NC",['https://www.elkintribune.com/news/29831/protest-disrupted-by-gun-wielding-motorist#'],New York Times
06/02/2020,"Williston, ND",['https://www.kfyrtv.com/content/news/Williston-holds-vigil-for-George-Floyd-570972501.html'],New York Times
06/02/2020,"Franklin, TN",['https://www.tennessean.com/story/news/local/williamson/2020/06/05/franklin-comes-out-hundreds-end-while-silence-rally/3146436001/'],New York Times
06/02/2020,"Homewood, AL",['https://www.wbrc.com/2020/06/02/fbi-detains-people-after-peaceful-protest-homewood-both-released/'],New York Times
